Name,Total Paid Claims,Total Claim Dollars Paid
Blaine,1,$5292.28
Hill,1,$123.23
Valley,0,$0.00
Daniels,0,$0.00
Liberty,2,$6286.12
Phillips,0,$0.00
Fergus,0,$0.00
Golden Valley,0,$0.00
Musselshell,0,$0.00
Toole,0,$0.00
Chouteau,0,$0.00
Cascade,8,$221665.80
Sweet Grass,0,$0.00
Meagher,0,$0.00
Granite,0,$0.00
Deer Lodge,0,$0.00
Beaverhead,0,$0.00
Madison,0,$0.00
Lincoln,1,$20151.95
Flathead,3,$24578.80
Missoula,23,$307484.63
Stillwater,1,$17609.88
Sanders,0,$0.00
Powell,0,$0.00
Jefferson,0,$0.00
Gallatin,1,$4979.74
Powder River,0,$0.00
Big Horn,0,$0.00
Garfield,0,$0.00
Custer,1,$4423.89
Park,1,$15968.65
Carbon,1,$8764.33
Yellowstone,11,$165942.86
Rosebud,1,$3236.09
Ravalli,0,$0.00
Roosevelt,0,$0.00
Wheatland,1,$686.64
Wibaux,0,$0.00
Prairie,0,$0.00
Teton,1,$28321.98
Pondera,0,$0.00
Dawson,1,$110014.52
Richland,0,$0.00
McCone,0,$0.00
Mineral,0,$0.00
Glacier,0,$0.00
Lake,0,$0.00
Lewis and Clark,31,$175800.29
Silver Bow,0,$0.00
Sheridan,0,$0.00
Broadwater,0,$0.00
Carter,0,$0.00
Fallon,0,$0.00
Treasure,0,$0.00
Petroleum,0,$0.00
Judith Basin,0,$0.00
