Name,Total Paid Claims,Total Claim Dollars Paid
Blaine,2,$5971.77
Hill,3,$25787.44
Valley,69,$1014878.04
Daniels,0,$0.00
Liberty,0,$0.00
Phillips,2,$9830.38
Fergus,10,$198335.14
Golden Valley,0,$0.00
Musselshell,26,$915787.58
Toole,0,$0.00
Chouteau,0,$0.00
Cascade,27,$212114.03
Sweet Grass,0,$0.00
Meagher,0,$0.00
Granite,1,$12415.48
Deer Lodge,0,$0.00
Beaverhead,0,$0.00
Madison,1,$13023.36
Lincoln,3,$28568.47
Flathead,17,$392547.88
Missoula,19,$185764.68
Stillwater,3,$31940.11
Sanders,1,$1188.32
Powell,3,$30877.38
Jefferson,3,$5729.25
Gallatin,9,$31483.00
Powder River,0,$0.00
Big Horn,5,$210001.36
Garfield,0,$0.00
Custer,40,$136825.90
Park,8,$69564.12
Carbon,9,$99032.88
Yellowstone,35,$316964.17
Rosebud,0,$0.00
Ravalli,2,$1817.95
Roosevelt,3,$48637.82
Wheatland,1,$2746.25
Wibaux,1,$72247.26
Prairie,0,$0.00
Teton,1,$914.00
Pondera,0,$0.00
Dawson,2,$3863.60
Richland,1,$58492.47
McCone,0,$0.00
Mineral,0,$0.00
Glacier,0,$0.00
Lake,0,$0.00
Lewis and Clark,12,$93506.85
Silver Bow,3,$5419.18
Sheridan,0,$0.00
Broadwater,0,$0.00
Carter,0,$0.00
Fallon,0,$0.00
Treasure,0,$0.00
Petroleum,0,$0.00
Judith Basin,0,$0.00
