Name,Total Paid Claims,Total Claim Dollars Paid
Carteret,4,$30283.36
Washington,0,$0.00
Hyde,1,$2995.54
New Hanover,90,$331144.70
Wake,6,$25579.25
Granville,0,$0.00
Mitchell,0,$0.00
Avery,0,$0.00
Hertford,1,$4387.50
Caswell,0,$0.00
Alamance,1,$46.75
Brunswick,32,$146779.52
Haywood,0,$0.00
Transylvania,0,$0.00
Richmond,0,$0.00
Lenoir,0,$0.00
Wayne,0,$0.00
Greene,0,$0.00
Rutherford,0,$0.00
Johnston,1,$594.13
Nash,2,$2078.59
Guilford,13,$63710.78
Rockingham,0,$0.00
Beaufort,0,$0.00
Pamlico,0,$0.00
Jones,0,$0.00
Craven,0,$0.00
Durham,3,$4177.11
Chatham,0,$0.00
Warren,0,$0.00
Northampton,0,$0.00
Edgecombe,1,$1889.75
Wilson,2,$994.08
Person,0,$0.00
Halifax,0,$0.00
Martin,0,$0.00
Orange,1,$2126.00
Dare,8,$19716.16
Jackson,0,$0.00
Rowan,0,$0.00
Iredell,0,$0.00
Cabarrus,1,$17000.00
Union,0,$0.00
Vance,0,$0.00
Tyrrell,0,$0.00
Watauga,0,$0.00
Wilkes,0,$0.00
Alexander,0,$0.00
Caldwell,2,$2206.46
Randolph,0,$0.00
Chowan,0,$0.00
Gates,0,$0.00
Pasquotank,0,$0.00
Cherokee,0,$0.00
Macon,0,$0.00
Onslow,0,$0.00
Cleveland,0,$0.00
Lincoln,0,$0.00
Mecklenburg,5,$3883.10
Yancey,0,$0.00
Henderson,0,$0.00
Pitt,0,$0.00
Perquimans,0,$0.00
Moore,0,$0.00
Anson,0,$0.00
Pender,6,$192950.47
Sampson,2,$38185.00
Harnett,0,$0.00
Robeson,0,$0.00
Cumberland,3,$4160.31
Graham,0,$0.00
Burke,0,$0.00
Scotland,0,$0.00
Hoke,0,$0.00
McDowell,0,$0.00
Columbus,0,$0.00
Duplin,0,$0.00
Yadkin,0,$0.00
Forsyth,2,$14749.57
Surry,1,$5953.90
Stokes,0,$0.00
Davidson,1,$2913.48
Davie,0,$0.00
Camden,0,$0.00
Currituck,0,$0.00
Ashe,2,$8249.13
Madison,0,$0.00
Buncombe,4,$21967.92
Gaston,0,$0.00
Bertie,0,$0.00
Swain,1,$1907.01
Catawba,1,$59935.50
Franklin,0,$0.00
Alleghany,0,$0.00
Montgomery,0,$0.00
Polk,1,$1258.27
Lee,0,$0.00
Clay,0,$0.00
Bladen,1,$2901.94
Stanly,0,$0.00
