Name,Total Paid Claims,Total Claim Dollars Paid
Carteret,0,$0.00
Washington,0,$0.00
Hyde,0,$0.00
New Hanover,6,$191417.82
Wake,0,$0.00
Granville,0,$0.00
Mitchell,0,$0.00
Avery,0,$0.00
Hertford,0,$0.00
Caswell,0,$0.00
Alamance,1,$9905.88
Brunswick,41,$621713.94
Haywood,0,$0.00
Transylvania,0,$0.00
Richmond,0,$0.00
Lenoir,0,$0.00
Wayne,0,$0.00
Greene,0,$0.00
Rutherford,0,$0.00
Johnston,0,$0.00
Nash,0,$0.00
Guilford,13,$64151.53
Rockingham,1,$16315.00
Beaufort,0,$0.00
Pamlico,0,$0.00
Jones,0,$0.00
Craven,0,$0.00
Durham,0,$0.00
Chatham,0,$0.00
Warren,0,$0.00
Northampton,0,$0.00
Edgecombe,0,$0.00
Wilson,0,$0.00
Person,0,$0.00
Halifax,0,$0.00
Martin,0,$0.00
Orange,0,$0.00
Dare,9,$120788.65
Jackson,0,$0.00
Rowan,0,$0.00
Iredell,0,$0.00
Cabarrus,1,$747.40
Union,0,$0.00
Vance,0,$0.00
Tyrrell,0,$0.00
Watauga,1,$467.00
Wilkes,1,$13596.12
Alexander,0,$0.00
Caldwell,1,$7544.38
Randolph,2,$1454.38
Chowan,0,$0.00
Gates,0,$0.00
Pasquotank,0,$0.00
Cherokee,4,$20958.09
Macon,0,$0.00
Onslow,0,$0.00
Cleveland,1,$3199.33
Lincoln,0,$0.00
Mecklenburg,26,$98593.09
Yancey,1,$3809.54
Henderson,3,$24971.55
Pitt,0,$0.00
Perquimans,0,$0.00
Moore,0,$0.00
Anson,0,$0.00
Pender,1,$940.00
Sampson,0,$0.00
Harnett,0,$0.00
Robeson,0,$0.00
Cumberland,0,$0.00
Graham,0,$0.00
Burke,0,$0.00
Scotland,0,$0.00
Hoke,0,$0.00
McDowell,1,$33314.13
Columbus,0,$0.00
Duplin,0,$0.00
Yadkin,0,$0.00
Forsyth,2,$10069.71
Surry,0,$0.00
Stokes,0,$0.00
Davidson,0,$0.00
Davie,0,$0.00
Camden,0,$0.00
Currituck,0,$0.00
Ashe,0,$0.00
Madison,4,$15846.78
Buncombe,0,$0.00
Gaston,0,$0.00
Bertie,1,$2374.96
Swain,0,$0.00
Catawba,0,$0.00
Franklin,0,$0.00
Alleghany,0,$0.00
Montgomery,0,$0.00
Polk,0,$0.00
Lee,0,$0.00
Clay,0,$0.00
Bladen,0,$0.00
Stanly,1,$20720.16
