Name,Total Paid Claims,Total Claim Dollars Paid
Carteret,548,$8709754.65
Washington,1,$6388.36
Hyde,4,$24524.16
New Hanover,98,$1594543.50
Wake,3,$37229.82
Granville,0,$0.00
Mitchell,0,$0.00
Avery,0,$0.00
Hertford,1,$414.93
Caswell,0,$0.00
Alamance,0,$0.00
Brunswick,107,$1699864.39
Haywood,0,$0.00
Transylvania,1,$4767.10
Richmond,0,$0.00
Lenoir,0,$0.00
Wayne,7,$52412.79
Greene,1,$3218.00
Rutherford,2,$43090.19
Johnston,0,$0.00
Nash,0,$0.00
Guilford,0,$0.00
Rockingham,0,$0.00
Beaufort,64,$985840.98
Pamlico,71,$879557.24
Jones,0,$0.00
Craven,119,$1249205.32
Durham,6,$378805.32
Chatham,0,$0.00
Warren,0,$0.00
Northampton,0,$0.00
Edgecombe,0,$0.00
Wilson,0,$0.00
Person,0,$0.00
Halifax,0,$0.00
Martin,1,$56144.58
Orange,0,$0.00
Dare,47,$733016.01
Jackson,1,$10362.43
Rowan,3,$42234.14
Iredell,1,$22177.08
Cabarrus,2,$305261.11
Union,4,$80133.37
Vance,1,$96294.51
Tyrrell,0,$0.00
Watauga,0,$0.00
Wilkes,0,$0.00
Alexander,0,$0.00
Caldwell,2,$12268.98
Randolph,1,$9733.34
Chowan,0,$0.00
Gates,1,$42237.37
Pasquotank,1,$465.76
Cherokee,0,$0.00
Macon,0,$0.00
Onslow,137,$3908071.27
Cleveland,0,$0.00
Lincoln,0,$0.00
Mecklenburg,12,$105913.15
Yancey,0,$0.00
Henderson,7,$39198.75
Pitt,3,$12586.97
Perquimans,0,$0.00
Moore,0,$0.00
Anson,0,$0.00
Pender,29,$261568.08
Sampson,0,$0.00
Harnett,0,$0.00
Robeson,0,$0.00
Cumberland,1,$15127.20
Graham,0,$0.00
Burke,1,$56474.61
Scotland,0,$0.00
Hoke,0,$0.00
McDowell,0,$0.00
Columbus,2,$1269.11
Duplin,1,$178.49
Yadkin,0,$0.00
Forsyth,2,$17167.78
Surry,0,$0.00
Stokes,0,$0.00
Davidson,0,$0.00
Davie,0,$0.00
Camden,0,$0.00
Currituck,1,$8046.76
Ashe,0,$0.00
Madison,1,$65585.63
Buncombe,5,$30593.64
Gaston,0,$0.00
Bertie,1,$1888.29
Swain,0,$0.00
Catawba,2,$13671.55
Franklin,0,$0.00
Alleghany,0,$0.00
Montgomery,0,$0.00
Polk,0,$0.00
Lee,0,$0.00
Clay,0,$0.00
Bladen,1,$3936.25
Stanly,0,$0.00
