Name,Total Paid Claims,Total Claim Dollars Paid
Wetzel,10,$58553.83
Nicholas,1,$4107.76
Clay,7,$35124.22
Berkeley,0,$0.00
Tyler,3,$3826.58
Fayette,0,$0.00
Kanawha,155,$2374358.23
Brooke,1,$10259.50
Ohio,0,$0.00
Lincoln,21,$249227.04
Monongalia,2,$12103.57
Harrison,0,$0.00
Hampshire,0,$0.00
Pendleton,0,$0.00
Grant,0,$0.00
Hardy,0,$0.00
Summers,0,$0.00
Cabell,87,$1592505.62
Mason,24,$198189.01
Webster,0,$0.00
Greenbrier,0,$0.00
Lewis,0,$0.00
Preston,0,$0.00
Doddridge,0,$0.00
Gilmer,30,$245853.12
Roane,14,$179457.19
Barbour,0,$0.00
Mercer,0,$0.00
McDowell,1,$23283.94
Wyoming,3,$18963.76
Mingo,10,$38897.16
Pleasants,0,$0.00
Ritchie,2,$9767.90
Wood,65,$834235.63
Wayne,51,$650550.69
Tucker,0,$0.00
Wirt,22,$257720.44
Calhoun,53,$691165.61
Taylor,0,$0.00
Randolph,2,$2567.17
Putnam,16,$140792.38
Raleigh,5,$34341.43
Hancock,0,$0.00
Mineral,0,$0.00
Pocahontas,0,$0.00
Braxton,2,$17959.81
Jefferson,0,$0.00
Marion,2,$8196.54
Monroe,0,$0.00
Marshall,1,$45900.10
Jackson,19,$287861.47
Morgan,0,$0.00
Upshur,5,$87255.11
Logan,16,$132205.95
Boone,4,$14374.72
