Name,Total Paid Claims,Total Claim Dollars Paid
Wetzel,0,$0.00
Nicholas,0,$0.00
Clay,0,$0.00
Berkeley,0,$0.00
Tyler,0,$0.00
Fayette,6,$13912.12
Kanawha,2,$10680.45
Brooke,0,$0.00
Ohio,0,$0.00
Lincoln,0,$0.00
Monongalia,7,$15123.44
Harrison,0,$0.00
Hampshire,0,$0.00
Pendleton,0,$0.00
Grant,0,$0.00
Hardy,1,$1078.06
Summers,0,$0.00
Cabell,1,$832.85
Mason,0,$0.00
Webster,0,$0.00
Greenbrier,0,$0.00
Lewis,0,$0.00
Preston,0,$0.00
Doddridge,0,$0.00
Gilmer,0,$0.00
Roane,0,$0.00
Barbour,0,$0.00
Mercer,5,$31117.37
McDowell,2,$17583.81
Wyoming,3,$22201.95
Mingo,0,$0.00
Pleasants,0,$0.00
Ritchie,0,$0.00
Wood,0,$0.00
Wayne,1,$1535.00
Tucker,0,$0.00
Wirt,0,$0.00
Calhoun,0,$0.00
Taylor,0,$0.00
Randolph,0,$0.00
Putnam,0,$0.00
Raleigh,5,$5457.19
Hancock,1,$3150.44
Mineral,0,$0.00
Pocahontas,0,$0.00
Braxton,0,$0.00
Jefferson,3,$26334.40
Marion,1,$2140.76
Monroe,1,$3318.49
Marshall,0,$0.00
Jackson,2,$52036.90
Morgan,0,$0.00
Upshur,0,$0.00
Logan,8,$62353.72
Boone,0,$0.00
