Name,Total Paid Claims,Total Claim Dollars Paid
Wetzel,193,$4024346.12
Nicholas,1,$12987.90
Clay,0,$0.00
Berkeley,4,$18501.16
Tyler,8,$73922.54
Fayette,3,$6083.21
Kanawha,120,$2148322.01
Brooke,183,$3686862.12
Ohio,986,$17147939.67
Lincoln,10,$97496.68
Monongalia,0,$0.00
Harrison,2,$7974.59
Hampshire,0,$0.00
Pendleton,1,$20568.59
Grant,0,$0.00
Hardy,0,$0.00
Summers,0,$0.00
Cabell,37,$443816.56
Mason,8,$172108.80
Webster,0,$0.00
Greenbrier,0,$0.00
Lewis,0,$0.00
Preston,0,$0.00
Doddridge,0,$0.00
Gilmer,2,$38571.78
Roane,7,$158692.59
Barbour,0,$0.00
Mercer,19,$183999.93
McDowell,8,$20881.81
Wyoming,51,$338476.54
Mingo,78,$2207712.31
Pleasants,13,$340365.22
Ritchie,0,$0.00
Wood,165,$4468378.64
Wayne,7,$59797.20
Tucker,0,$0.00
Wirt,0,$0.00
Calhoun,0,$0.00
Taylor,0,$0.00
Randolph,1,$4870.30
Putnam,19,$169671.91
Raleigh,33,$273229.12
Hancock,139,$2876040.41
Mineral,2,$6759.85
Pocahontas,0,$0.00
Braxton,2,$4738.58
Jefferson,0,$0.00
Marion,1,$4631.62
Monroe,5,$56572.22
Marshall,121,$1956137.23
Jackson,33,$575795.26
Morgan,2,$38200.00
Upshur,2,$48472.59
Logan,262,$7345212.25
Boone,8,$16214.86
