Name,Total Paid Claims,Total Claim Dollars Paid
Valdez-Cordova,0,$0.00
Bethel,2,$32341.91
Dillingham,0,$0.00
Aleutians East,0,$0.00
Nome,0,$0.00
Aleutians West,0,$0.00
Kodiak Island,0,$0.00
Hoonah-Angoon,0,$0.00
Ketchikan Gateway,0,$0.00
Sitka,1,$20130.27
Yukon-Koyukuk,0,$0.00
Denali,0,$0.00
Matanuska-Susitna,0,$0.00
Prince of Wales-Hyder,0,$0.00
Petersburg,0,$0.00
Wrangell,0,$0.00
Juneau,3,$79759.00
Southeast Fairbanks,0,$0.00
Anchorage,1,$1575.67
Fairbanks North Star,4,$202206.11
Haines,0,$0.00
Kenai Peninsula,0,$0.00
Lake and Peninsula,0,$0.00
Bristol Bay,0,$0.00
Yakutat,0,$0.00
Skagway,0,$0.00
Wade Hampton,0,$0.00
North Slope,0,$0.00
Northwest Arctic,0,$0.00
