Name,Total Paid Claims,Total Claim Dollars Paid
Hancock,0,$0.00
Ohio,0,$0.00
McLean,3,$7755.80
Boyd,38,$512253.72
Greenup,24,$665561.50
Graves,0,$0.00
Marshall,2,$10449.27
Oldham,3,$8885.33
Jefferson,14,$89091.65
Bullitt,7,$66878.10
Bourbon,45,$1102724.59
Clark,50,$1086338.16
Montgomery,10,$607212.30
Butler,2,$23702.79
Grayson,0,$0.00
Casey,10,$1819278.32
Russell,1,$6807.14
Marion,3,$123074.78
Nelson,27,$1015795.20
Pulaski,5,$196931.33
Muhlenberg,0,$0.00
Lee,0,$0.00
Wolfe,0,$0.00
Powell,10,$248364.37
Owen,6,$105382.71
Carroll,0,$0.00
Woodford,71,$2616449.45
Scott,2,$37603.16
Hopkins,4,$15578.68
Logan,4,$65188.05
Gallatin,0,$0.00
Boone,0,$0.00
Garrard,5,$185306.69
Boyle,1,$10258.23
Washington,8,$357058.11
Trigg,0,$0.00
Perry,0,$0.00
Clay,0,$0.00
Jackson,1,$14911.27
Menifee,0,$0.00
Rowan,99,$2489932.82
Edmonson,0,$0.00
Caldwell,1,$19542.91
Webster,0,$0.00
Adair,0,$0.00
Green,0,$0.00
Trimble,0,$0.00
Mercer,32,$1681415.14
Jessamine,40,$1454030.91
Hardin,17,$644836.11
Hart,4,$157139.18
Shelby,0,$0.00
Monroe,0,$0.00
Allen,2,$79183.89
Bracken,0,$0.00
Robertson,0,$0.00
Fleming,11,$326102.80
Pike,93,$6421752.78
Knott,0,$0.00
Breathitt,0,$0.00
Floyd,7,$17198.05
Martin,0,$0.00
Laurel,0,$0.00
McCreary,0,$0.00
Pendleton,0,$0.00
Spencer,1,$15621.97
Cumberland,1,$109090.76
Clinton,0,$0.00
Wayne,0,$0.00
Barren,0,$0.00
Warren,23,$579373.95
Hickman,0,$0.00
Calloway,0,$0.00
Estill,0,$0.00
Owsley,0,$0.00
Breckinridge,0,$0.00
Lawrence,0,$0.00
Morgan,0,$0.00
Johnson,0,$0.00
Simpson,4,$387067.43
Grant,0,$0.00
Kenton,0,$0.00
Metcalfe,0,$0.00
Whitley,0,$0.00
Harrison,7,$116872.03
Anderson,9,$154313.99
Carlisle,0,$0.00
McCracken,0,$0.00
Livingston,0,$0.00
Crittenden,0,$0.00
Lyon,0,$0.00
Madison,28,$811364.07
Rockcastle,6,$199346.38
Magoffin,0,$0.00
Leslie,0,$0.00
Bell,1,$14085.95
Nicholas,6,$40044.66
Campbell,3,$40902.18
Lewis,39,$1344446.49
Fulton,1,$7585.53
Henderson,0,$0.00
Daviess,2,$10426.69
Harlan,2,$59912.09
Mason,3,$34420.31
Larue,5,$141673.29
Lincoln,3,$223592.03
Carter,82,$2938345.65
Christian,24,$278870.53
Elliott,0,$0.00
Letcher,0,$0.00
Knox,0,$0.00
Todd,0,$0.00
Union,0,$0.00
Fayette,28,$773060.55
Meade,0,$0.00
Ballard,0,$0.00
Bath,17,$454741.21
Taylor,0,$0.00
Henry,3,$46337.83
Franklin,150,$5510650.90
