Name,Total Paid Claims,Total Claim Dollars Paid
Cattaraugus,0,$0.00
Chautauqua,0,$0.00
Suffolk,53,$445924.35
Jefferson,0,$0.00
Erie,6,$19488.61
Wyoming,0,$0.00
Orleans,1,$3330.00
Monroe,0,$0.00
St. Lawrence,0,$0.00
Nassau,12,$79361.92
Queens,11,$1170930.14
Saratoga,3,$20886.76
Albany,0,$0.00
Niagara,0,$0.00
Essex,0,$0.00
Fulton,0,$0.00
Herkimer,1,$5492.10
Rockland,3,$16700.58
Westchester,4,$11792.14
Orange,1,$7950.73
Genesee,0,$0.00
Madison,0,$0.00
Bronx,2,$9600.45
New York,2,$13409.09
Kings,2,$6376.70
Montgomery,0,$0.00
Otsego,0,$0.00
Oneida,0,$0.00
Washington,0,$0.00
Wayne,0,$0.00
Allegany,0,$0.00
Livingston,0,$0.00
Chenango,0,$0.00
Delaware,0,$0.00
Schoharie,0,$0.00
Ulster,0,$0.00
Columbia,0,$0.00
Steuben,0,$0.00
Ontario,0,$0.00
Chemung,0,$0.00
Tompkins,0,$0.00
Cortland,0,$0.00
Cayuga,0,$0.00
Oswego,0,$0.00
Putnam,0,$0.00
Lewis,0,$0.00
Seneca,0,$0.00
Hamilton,0,$0.00
Clinton,0,$0.00
Rensselaer,0,$0.00
Greene,0,$0.00
Dutchess,1,$3015.84
Richmond,7,$79117.01
Schuyler,0,$0.00
Sullivan,0,$0.00
Warren,1,$1192.05
Broome,0,$0.00
Schenectady,0,$0.00
Tioga,0,$0.00
Franklin,0,$0.00
Onondaga,0,$0.00
Yates,0,$0.00
