Name,Total Paid Claims,Total Claim Dollars Paid
Cattaraugus,5,$16092.13
Chautauqua,217,$1289103.46
Suffolk,893,$5220572.93
Jefferson,3,$2903.62
Erie,320,$2809987.17
Wyoming,1,$3287.20
Orleans,0,$0.00
Monroe,1,$5012.50
St. Lawrence,4,$17672.25
Nassau,859,$4462491.98
Queens,39,$134068.81
Saratoga,0,$0.00
Albany,0,$0.00
Niagara,13,$29362.38
Essex,0,$0.00
Fulton,0,$0.00
Herkimer,0,$0.00
Rockland,2,$3213.52
Westchester,13,$69797.84
Orange,0,$0.00
Genesee,5,$13783.67
Madison,0,$0.00
Bronx,2,$2751.94
New York,9,$42262.23
Kings,3,$29908.95
Montgomery,0,$0.00
Otsego,0,$0.00
Oneida,2,$3173.64
Washington,0,$0.00
Wayne,0,$0.00
Allegany,0,$0.00
Livingston,0,$0.00
Chenango,0,$0.00
Delaware,3,$8593.29
Schoharie,0,$0.00
Ulster,1,$1574.65
Columbia,0,$0.00
Steuben,0,$0.00
Ontario,0,$0.00
Chemung,0,$0.00
Tompkins,0,$0.00
Cortland,0,$0.00
Cayuga,0,$0.00
Oswego,0,$0.00
Putnam,0,$0.00
Lewis,0,$0.00
Seneca,0,$0.00
Hamilton,0,$0.00
Clinton,0,$0.00
Rensselaer,0,$0.00
Greene,1,$1978.00
Dutchess,0,$0.00
Richmond,15,$39486.13
Schuyler,0,$0.00
Sullivan,1,$5425.00
Warren,0,$0.00
Broome,0,$0.00
Schenectady,0,$0.00
Tioga,0,$0.00
Franklin,1,$5707.78
Onondaga,1,$186.93
Yates,1,$216.11
