Name,Total Paid Claims,Total Claim Dollars Paid
Cattaraugus,2,$19575.83
Chautauqua,3,$490701.45
Suffolk,50,$1302138.97
Jefferson,0,$0.00
Erie,17,$478753.23
Wyoming,0,$0.00
Orleans,0,$0.00
Monroe,0,$0.00
St. Lawrence,0,$0.00
Nassau,489,$16257331.99
Queens,385,$10315181.37
Saratoga,1,$3726.61
Albany,2,$83133.16
Niagara,1,$12616.99
Essex,4,$224737.25
Fulton,7,$94766.80
Herkimer,2,$20194.45
Rockland,14,$252397.11
Westchester,24,$362346.27
Orange,3,$84930.61
Genesee,0,$0.00
Madison,0,$0.00
Bronx,7,$123884.45
New York,2,$31717.65
Kings,31,$954894.49
Montgomery,0,$0.00
Otsego,0,$0.00
Oneida,2,$10740.25
Washington,0,$0.00
Wayne,0,$0.00
Allegany,0,$0.00
Livingston,0,$0.00
Chenango,0,$0.00
Delaware,0,$0.00
Schoharie,0,$0.00
Ulster,5,$130686.00
Columbia,0,$0.00
Steuben,0,$0.00
Ontario,0,$0.00
Chemung,0,$0.00
Tompkins,0,$0.00
Cortland,0,$0.00
Cayuga,0,$0.00
Oswego,0,$0.00
Putnam,0,$0.00
Lewis,1,$5139.08
Seneca,0,$0.00
Hamilton,1,$1874.60
Clinton,0,$0.00
Rensselaer,0,$0.00
Greene,2,$102645.59
Dutchess,6,$35612.91
Richmond,8,$88293.12
Schuyler,0,$0.00
Sullivan,2,$4579.16
Warren,2,$92182.53
Broome,0,$0.00
Schenectady,0,$0.00
Tioga,0,$0.00
Franklin,0,$0.00
Onondaga,1,$11405.93
Yates,0,$0.00
