Name,Total Paid Claims,Total Claim Dollars Paid
Johnson,32,$625310.60
Douglas,1,$4143.43
Rush,0,$0.00
Ellis,0,$0.00
Trego,0,$0.00
Wilson,0,$0.00
Montgomery,1,$7161.80
Norton,0,$0.00
Graham,0,$0.00
Sheridan,0,$0.00
Harvey,3,$8817.37
Reno,1,$4108.99
Ellsworth,0,$0.00
Lincoln,0,$0.00
Cowley,0,$0.00
Chautauqua,0,$0.00
Gove,0,$0.00
Logan,0,$0.00
Ness,0,$0.00
Sherman,0,$0.00
Rawlins,0,$0.00
Cheyenne,0,$0.00
Pawnee,0,$0.00
Barton,0,$0.00
Jewell,0,$0.00
Mitchell,1,$3408.73
Cloud,0,$0.00
Ottawa,0,$0.00
Greeley,0,$0.00
Hamilton,0,$0.00
Dickinson,0,$0.00
Nemaha,0,$0.00
Pottawatomie,0,$0.00
Brown,0,$0.00
Atchison,0,$0.00
Morris,0,$0.00
Lyon,0,$0.00
Greenwood,0,$0.00
Riley,22,$377543.09
Wabaunsee,1,$2229.07
Geary,0,$0.00
Marion,3,$28703.37
Kingman,0,$0.00
Osborne,0,$0.00
Jackson,0,$0.00
Crawford,1,$1472.55
Labette,0,$0.00
Elk,0,$0.00
Neosho,0,$0.00
Ford,0,$0.00
Edwards,0,$0.00
Pratt,0,$0.00
Saline,0,$0.00
McPherson,0,$0.00
Wichita,0,$0.00
Russell,0,$0.00
Rooks,0,$0.00
Bourbon,0,$0.00
Finney,0,$0.00
Hodgeman,0,$0.00
Decatur,0,$0.00
Thomas,0,$0.00
Phillips,0,$0.00
Gray,0,$0.00
Seward,0,$0.00
Meade,0,$0.00
Haskell,0,$0.00
Barber,0,$0.00
Leavenworth,3,$51197.79
Kearny,0,$0.00
Scott,0,$0.00
Shawnee,1,$4388.97
Stanton,0,$0.00
Stevens,0,$0.00
Coffey,0,$0.00
Franklin,0,$0.00
Woodson,0,$0.00
Osage,1,$5101.48
Smith,0,$0.00
Wallace,0,$0.00
Sedgwick,2,$47962.83
Harper,0,$0.00
Sumner,1,$11204.27
Allen,0,$0.00
Miami,0,$0.00
Cherokee,0,$0.00
Comanche,0,$0.00
Stafford,0,$0.00
Rice,1,$7163.43
Marshall,0,$0.00
Butler,1,$22770.33
Chase,0,$0.00
Doniphan,2,$5986.30
Linn,0,$0.00
Republic,0,$0.00
Kiowa,0,$0.00
Grant,0,$0.00
Morton,0,$0.00
Clark,0,$0.00
Anderson,0,$0.00
Wyandotte,3,$17607.45
Clay,0,$0.00
Jefferson,0,$0.00
Washington,0,$0.00
Lane,0,$0.00
