Name,Total Paid Claims,Total Claim Dollars Paid
Creek,0,$0.00
Lincoln,0,$0.00
Garvin,0,$0.00
Grady,0,$0.00
Harper,0,$0.00
Woods,0,$0.00
Blaine,0,$0.00
Canadian,2,$14209.57
Kiowa,0,$0.00
Caddo,0,$0.00
Stephens,0,$0.00
Tillman,0,$0.00
Cotton,0,$0.00
Logan,0,$0.00
Noble,0,$0.00
Adair,0,$0.00
Delaware,0,$0.00
Okfuskee,0,$0.00
Custer,0,$0.00
Beckham,0,$0.00
Greer,0,$0.00
Harmon,0,$0.00
Carter,0,$0.00
Marshall,0,$0.00
Major,0,$0.00
Kingfisher,0,$0.00
Craig,0,$0.00
Pontotoc,0,$0.00
Pottawatomie,1,$19040.59
Rogers,0,$0.00
Washington,0,$0.00
Kay,0,$0.00
Garfield,0,$0.00
Cherokee,0,$0.00
Oklahoma,0,$0.00
Choctaw,0,$0.00
Atoka,0,$0.00
McClain,0,$0.00
Le Flore,1,$21002.83
Haskell,0,$0.00
Alfalfa,0,$0.00
Latimer,0,$0.00
Cleveland,1,$50723.95
Ellis,0,$0.00
Beaver,0,$0.00
Comanche,0,$0.00
Jefferson,0,$0.00
Payne,0,$0.00
Okmulgee,1,$3508.59
Wagoner,0,$0.00
Roger Mills,0,$0.00
Dewey,0,$0.00
Pawnee,0,$0.00
Tulsa,0,$0.00
McIntosh,0,$0.00
Johnston,0,$0.00
Sequoyah,0,$0.00
Muskogee,0,$0.00
Bryan,0,$0.00
McCurtain,0,$0.00
Ottawa,0,$0.00
Hughes,0,$0.00
Pittsburg,0,$0.00
Coal,0,$0.00
Washita,0,$0.00
Cimarron,0,$0.00
Nowata,0,$0.00
Osage,0,$0.00
Grant,0,$0.00
Love,0,$0.00
Pushmataha,0,$0.00
Texas,0,$0.00
Woodward,0,$0.00
Jackson,0,$0.00
Mayes,0,$0.00
Murray,0,$0.00
Seminole,1,$27294.52
