Name,Total Paid Claims,Total Claim Dollars Paid
Creek,1,$3791.66
Lincoln,0,$0.00
Garvin,0,$0.00
Grady,1,$2551.54
Harper,0,$0.00
Woods,1,$20123.31
Blaine,0,$0.00
Canadian,7,$216563.45
Kiowa,0,$0.00
Caddo,0,$0.00
Stephens,1,$953.08
Tillman,0,$0.00
Cotton,0,$0.00
Logan,21,$295293.01
Noble,0,$0.00
Adair,0,$0.00
Delaware,5,$131333.09
Okfuskee,0,$0.00
Custer,2,$7489.12
Beckham,0,$0.00
Greer,0,$0.00
Harmon,0,$0.00
Carter,0,$0.00
Marshall,0,$0.00
Major,10,$237098.80
Kingfisher,0,$0.00
Craig,0,$0.00
Pontotoc,0,$0.00
Pottawatomie,0,$0.00
Rogers,24,$789257.94
Washington,14,$296433.13
Kay,56,$1261278.87
Garfield,2,$4498.07
Cherokee,8,$105460.58
Oklahoma,3,$48115.64
Choctaw,0,$0.00
Atoka,0,$0.00
McClain,0,$0.00
Le Flore,0,$0.00
Haskell,0,$0.00
Alfalfa,7,$149393.58
Latimer,0,$0.00
Cleveland,2,$1218.44
Ellis,0,$0.00
Beaver,0,$0.00
Comanche,2,$10435.66
Jefferson,0,$0.00
Payne,1,$11607.58
Okmulgee,5,$145611.40
Wagoner,46,$1933104.77
Roger Mills,0,$0.00
Dewey,0,$0.00
Pawnee,0,$0.00
Tulsa,41,$604754.31
McIntosh,0,$0.00
Johnston,0,$0.00
Sequoyah,2,$9590.72
Muskogee,2,$35261.90
Bryan,0,$0.00
McCurtain,5,$110000.00
Ottawa,10,$240530.65
Hughes,0,$0.00
Pittsburg,0,$0.00
Coal,0,$0.00
Washita,0,$0.00
Cimarron,0,$0.00
Nowata,5,$89005.46
Osage,2,$19241.20
Grant,1,$40200.00
Love,0,$0.00
Pushmataha,0,$0.00
Texas,0,$0.00
Woodward,0,$0.00
Jackson,0,$0.00
Mayes,4,$30385.96
Murray,0,$0.00
Seminole,0,$0.00
