Name,Total Paid Claims,Total Claim Dollars Paid
Creek,0,$0.00
Lincoln,0,$0.00
Garvin,1,$14255.87
Grady,0,$0.00
Harper,0,$0.00
Woods,0,$0.00
Blaine,0,$0.00
Canadian,2,$40768.02
Kiowa,0,$0.00
Caddo,0,$0.00
Stephens,0,$0.00
Tillman,0,$0.00
Cotton,0,$0.00
Logan,0,$0.00
Noble,0,$0.00
Adair,0,$0.00
Delaware,0,$0.00
Okfuskee,0,$0.00
Custer,0,$0.00
Beckham,0,$0.00
Greer,1,$15866.28
Harmon,0,$0.00
Carter,0,$0.00
Marshall,0,$0.00
Major,0,$0.00
Kingfisher,0,$0.00
Craig,1,$3957.16
Pontotoc,0,$0.00
Pottawatomie,0,$0.00
Rogers,2,$16594.93
Washington,0,$0.00
Kay,0,$0.00
Garfield,2,$16951.15
Cherokee,0,$0.00
Oklahoma,12,$756724.98
Choctaw,0,$0.00
Atoka,0,$0.00
McClain,0,$0.00
Le Flore,6,$393635.25
Haskell,0,$0.00
Alfalfa,0,$0.00
Latimer,0,$0.00
Cleveland,1,$24187.41
Ellis,0,$0.00
Beaver,0,$0.00
Comanche,1,$18065.25
Jefferson,0,$0.00
Payne,0,$0.00
Okmulgee,0,$0.00
Wagoner,0,$0.00
Roger Mills,0,$0.00
Dewey,0,$0.00
Pawnee,0,$0.00
Tulsa,0,$0.00
McIntosh,0,$0.00
Johnston,0,$0.00
Sequoyah,2,$39317.07
Muskogee,2,$245066.76
Bryan,0,$0.00
McCurtain,6,$169509.14
Ottawa,0,$0.00
Hughes,0,$0.00
Pittsburg,0,$0.00
Coal,0,$0.00
Washita,0,$0.00
Cimarron,0,$0.00
Nowata,0,$0.00
Osage,0,$0.00
Grant,0,$0.00
Love,0,$0.00
Pushmataha,0,$0.00
Texas,0,$0.00
Woodward,0,$0.00
Jackson,0,$0.00
Mayes,0,$0.00
Murray,0,$0.00
Seminole,0,$0.00
