Name,Total Paid Claims,Total Claim Dollars Paid
Creek,61,$409072.40
Lincoln,2,$8857.12
Garvin,0,$0.00
Grady,1,$198.40
Harper,0,$0.00
Woods,2,$5225.04
Blaine,0,$0.00
Canadian,0,$0.00
Kiowa,0,$0.00
Caddo,0,$0.00
Stephens,1,$1387.20
Tillman,0,$0.00
Cotton,0,$0.00
Logan,0,$0.00
Noble,0,$0.00
Adair,0,$0.00
Delaware,0,$0.00
Okfuskee,0,$0.00
Custer,0,$0.00
Beckham,0,$0.00
Greer,0,$0.00
Harmon,0,$0.00
Carter,3,$1600.10
Marshall,0,$0.00
Major,0,$0.00
Kingfisher,0,$0.00
Craig,0,$0.00
Pontotoc,0,$0.00
Pottawatomie,5,$39573.56
Rogers,9,$34968.47
Washington,20,$93041.65
Kay,4,$10207.03
Garfield,0,$0.00
Cherokee,0,$0.00
Oklahoma,6,$48778.31
Choctaw,0,$0.00
Atoka,0,$0.00
McClain,0,$0.00
Le Flore,0,$0.00
Haskell,0,$0.00
Alfalfa,0,$0.00
Latimer,0,$0.00
Cleveland,9,$55854.77
Ellis,0,$0.00
Beaver,0,$0.00
Comanche,18,$50519.97
Jefferson,0,$0.00
Payne,0,$0.00
Okmulgee,1,$74.21
Wagoner,2,$11854.95
Roger Mills,0,$0.00
Dewey,0,$0.00
Pawnee,0,$0.00
Tulsa,51,$409342.49
McIntosh,0,$0.00
Johnston,0,$0.00
Sequoyah,0,$0.00
Muskogee,0,$0.00
Bryan,0,$0.00
McCurtain,0,$0.00
Ottawa,31,$437622.60
Hughes,0,$0.00
Pittsburg,0,$0.00
Coal,0,$0.00
Washita,0,$0.00
Cimarron,0,$0.00
Nowata,0,$0.00
Osage,8,$59147.06
Grant,0,$0.00
Love,0,$0.00
Pushmataha,0,$0.00
Texas,0,$0.00
Woodward,0,$0.00
Jackson,1,$2564.00
Mayes,4,$39969.20
Murray,0,$0.00
Seminole,0,$0.00
