Name,Total Paid Claims,Total Claim Dollars Paid
Creek,1,$481.51
Lincoln,2,$12912.72
Garvin,0,$0.00
Grady,0,$0.00
Harper,0,$0.00
Woods,0,$0.00
Blaine,0,$0.00
Canadian,0,$0.00
Kiowa,0,$0.00
Caddo,0,$0.00
Stephens,1,$1231.69
Tillman,0,$0.00
Cotton,0,$0.00
Logan,0,$0.00
Noble,0,$0.00
Adair,0,$0.00
Delaware,0,$0.00
Okfuskee,0,$0.00
Custer,0,$0.00
Beckham,0,$0.00
Greer,0,$0.00
Harmon,0,$0.00
Carter,0,$0.00
Marshall,0,$0.00
Major,0,$0.00
Kingfisher,0,$0.00
Craig,0,$0.00
Pontotoc,0,$0.00
Pottawatomie,0,$0.00
Rogers,5,$94756.84
Washington,0,$0.00
Kay,1,$1548.15
Garfield,0,$0.00
Cherokee,0,$0.00
Oklahoma,11,$22368.06
Choctaw,1,$4619.52
Atoka,0,$0.00
McClain,0,$0.00
Le Flore,1,$2860.39
Haskell,0,$0.00
Alfalfa,0,$0.00
Latimer,0,$0.00
Cleveland,2,$792.00
Ellis,0,$0.00
Beaver,0,$0.00
Comanche,1,$244.57
Jefferson,0,$0.00
Payne,0,$0.00
Okmulgee,0,$0.00
Wagoner,20,$468546.24
Roger Mills,0,$0.00
Dewey,0,$0.00
Pawnee,1,$25949.29
Tulsa,1429,$31114535.34
McIntosh,0,$0.00
Johnston,0,$0.00
Sequoyah,0,$0.00
Muskogee,2,$5184.35
Bryan,0,$0.00
McCurtain,0,$0.00
Ottawa,2,$20537.57
Hughes,0,$0.00
Pittsburg,0,$0.00
Coal,0,$0.00
Washita,0,$0.00
Cimarron,0,$0.00
Nowata,0,$0.00
Osage,0,$0.00
Grant,0,$0.00
Love,0,$0.00
Pushmataha,0,$0.00
Texas,0,$0.00
Woodward,0,$0.00
Jackson,0,$0.00
Mayes,0,$0.00
Murray,0,$0.00
Seminole,1,$368.93
