Name,Total Paid Claims,Total Claim Dollars Paid
Creek,1,$2254.23
Lincoln,0,$0.00
Garvin,1,$955.54
Grady,1,$549.37
Harper,0,$0.00
Woods,0,$0.00
Blaine,0,$0.00
Canadian,14,$825303.15
Kiowa,1,$26500.00
Caddo,0,$0.00
Stephens,1,$6291.31
Tillman,0,$0.00
Cotton,0,$0.00
Logan,9,$671701.14
Noble,1,$18956.37
Adair,0,$0.00
Delaware,25,$716195.35
Okfuskee,0,$0.00
Custer,3,$52005.32
Beckham,1,$9916.99
Greer,0,$0.00
Harmon,0,$0.00
Carter,1,$4707.98
Marshall,0,$0.00
Major,1,$3995.16
Kingfisher,1,$589.80
Craig,14,$811554.26
Pontotoc,0,$0.00
Pottawatomie,0,$0.00
Rogers,29,$1676344.97
Washington,28,$1829828.05
Kay,21,$303224.03
Garfield,2,$6082.57
Cherokee,1,$5454.44
Oklahoma,12,$233556.55
Choctaw,0,$0.00
Atoka,0,$0.00
McClain,0,$0.00
Le Flore,1,$34842.29
Haskell,0,$0.00
Alfalfa,1,$1932.48
Latimer,0,$0.00
Cleveland,3,$114687.90
Ellis,0,$0.00
Beaver,0,$0.00
Comanche,1,$141851.74
Jefferson,0,$0.00
Payne,7,$359468.69
Okmulgee,1,$42098.64
Wagoner,27,$2428026.96
Roger Mills,0,$0.00
Dewey,0,$0.00
Pawnee,1,$9034.56
Tulsa,186,$18418684.39
McIntosh,0,$0.00
Johnston,0,$0.00
Sequoyah,4,$430600.00
Muskogee,51,$8221802.13
Bryan,0,$0.00
McCurtain,1,$63249.64
Ottawa,54,$3319483.22
Hughes,0,$0.00
Pittsburg,1,$19502.61
Coal,0,$0.00
Washita,2,$9968.49
Cimarron,0,$0.00
Nowata,3,$89219.35
Osage,9,$405577.72
Grant,0,$0.00
Love,0,$0.00
Pushmataha,0,$0.00
Texas,0,$0.00
Woodward,1,$6496.12
Jackson,0,$0.00
Mayes,14,$845135.91
Murray,0,$0.00
Seminole,0,$0.00
