Name,Total Paid Claims,Total Claim Dollars Paid
Creek,0,$0.00
Lincoln,0,$0.00
Garvin,0,$0.00
Grady,0,$0.00
Harper,0,$0.00
Woods,0,$0.00
Blaine,0,$0.00
Canadian,0,$0.00
Kiowa,1,$3257.17
Caddo,0,$0.00
Stephens,0,$0.00
Tillman,0,$0.00
Cotton,0,$0.00
Logan,7,$111898.96
Noble,0,$0.00
Adair,0,$0.00
Delaware,0,$0.00
Okfuskee,0,$0.00
Custer,0,$0.00
Beckham,0,$0.00
Greer,0,$0.00
Harmon,0,$0.00
Carter,0,$0.00
Marshall,0,$0.00
Major,0,$0.00
Kingfisher,0,$0.00
Craig,0,$0.00
Pontotoc,2,$10894.12
Pottawatomie,5,$54580.87
Rogers,2,$41490.32
Washington,5,$197273.64
Kay,1,$1565.82
Garfield,2,$93517.77
Cherokee,0,$0.00
Oklahoma,104,$4420079.68
Choctaw,0,$0.00
Atoka,0,$0.00
McClain,0,$0.00
Le Flore,0,$0.00
Haskell,0,$0.00
Alfalfa,0,$0.00
Latimer,0,$0.00
Cleveland,5,$366759.09
Ellis,0,$0.00
Beaver,0,$0.00
Comanche,2,$3378.02
Jefferson,0,$0.00
Payne,0,$0.00
Okmulgee,0,$0.00
Wagoner,0,$0.00
Roger Mills,0,$0.00
Dewey,0,$0.00
Pawnee,0,$0.00
Tulsa,9,$68070.07
McIntosh,0,$0.00
Johnston,0,$0.00
Sequoyah,9,$153975.68
Muskogee,8,$400015.38
Bryan,0,$0.00
McCurtain,0,$0.00
Ottawa,0,$0.00
Hughes,0,$0.00
Pittsburg,0,$0.00
Coal,0,$0.00
Washita,0,$0.00
Cimarron,0,$0.00
Nowata,0,$0.00
Osage,0,$0.00
Grant,0,$0.00
Love,1,$9956.30
Pushmataha,0,$0.00
Texas,0,$0.00
Woodward,0,$0.00
Jackson,1,$475.16
Mayes,0,$0.00
Murray,0,$0.00
Seminole,0,$0.00
