Name,Total Paid Claims,Total Claim Dollars Paid
Creek,0,$0.00
Lincoln,0,$0.00
Garvin,0,$0.00
Grady,3,$257194.49
Harper,0,$0.00
Woods,0,$0.00
Blaine,0,$0.00
Canadian,17,$161182.41
Kiowa,1,$1948.79
Caddo,0,$0.00
Stephens,0,$0.00
Tillman,0,$0.00
Cotton,0,$0.00
Logan,13,$232437.93
Noble,0,$0.00
Adair,0,$0.00
Delaware,1,$23268.94
Okfuskee,1,$4170.03
Custer,1,$56080.87
Beckham,0,$0.00
Greer,0,$0.00
Harmon,0,$0.00
Carter,0,$0.00
Marshall,0,$0.00
Major,0,$0.00
Kingfisher,0,$0.00
Craig,0,$0.00
Pontotoc,0,$0.00
Pottawatomie,8,$208521.05
Rogers,0,$0.00
Washington,0,$0.00
Kay,0,$0.00
Garfield,0,$0.00
Cherokee,1,$68554.06
Oklahoma,138,$5345682.75
Choctaw,0,$0.00
Atoka,0,$0.00
McClain,0,$0.00
Le Flore,4,$144548.19
Haskell,0,$0.00
Alfalfa,1,$19400.00
Latimer,0,$0.00
Cleveland,21,$458412.89
Ellis,0,$0.00
Beaver,0,$0.00
Comanche,28,$754274.33
Jefferson,0,$0.00
Payne,1,$5563.81
Okmulgee,22,$1009039.45
Wagoner,8,$358637.75
Roger Mills,0,$0.00
Dewey,0,$0.00
Pawnee,0,$0.00
Tulsa,1,$7781.27
McIntosh,0,$0.00
Johnston,0,$0.00
Sequoyah,0,$0.00
Muskogee,1,$1507.40
Bryan,0,$0.00
McCurtain,0,$0.00
Ottawa,0,$0.00
Hughes,0,$0.00
Pittsburg,0,$0.00
Coal,0,$0.00
Washita,0,$0.00
Cimarron,0,$0.00
Nowata,0,$0.00
Osage,2,$42868.53
Grant,0,$0.00
Love,0,$0.00
Pushmataha,0,$0.00
Texas,0,$0.00
Woodward,0,$0.00
Jackson,0,$0.00
Mayes,0,$0.00
Murray,0,$0.00
Seminole,0,$0.00
