Name,Total Paid Claims,Total Claim Dollars Paid
Bibb,0,$0.00
Baldwin,29,$614911.59
Crenshaw,0,$0.00
Lowndes,0,$0.00
Winston,0,$0.00
Franklin,0,$0.00
Limestone,0,$0.00
Lawrence,0,$0.00
Covington,0,$0.00
Geneva,0,$0.00
Marshall,0,$0.00
Jackson,0,$0.00
Blount,0,$0.00
Etowah,0,$0.00
Butler,0,$0.00
Escambia,0,$0.00
Monroe,0,$0.00
Wilcox,1,$2472.78
Lauderdale,0,$0.00
Colbert,0,$0.00
Perry,0,$0.00
Marengo,0,$0.00
Pickens,0,$0.00
Sumter,0,$0.00
Mobile,4,$195152.91
Greene,0,$0.00
Dallas,0,$0.00
Autauga,0,$0.00
Montgomery,0,$0.00
Jefferson,2,$16001.86
Chilton,0,$0.00
Washington,0,$0.00
Choctaw,0,$0.00
Coffee,0,$0.00
Cleburne,0,$0.00
Talladega,0,$0.00
Cullman,0,$0.00
Dale,0,$0.00
Cherokee,0,$0.00
Pike,0,$0.00
Conecuh,0,$0.00
Tallapoosa,0,$0.00
Randolph,0,$0.00
Coosa,0,$0.00
Clay,0,$0.00
Marion,0,$0.00
Walker,0,$0.00
Bullock,0,$0.00
Russell,0,$0.00
Shelby,0,$0.00
Hale,1,$2694.30
Lee,0,$0.00
Madison,2,$114282.22
Clarke,0,$0.00
Calhoun,1,$3925.55
Morgan,0,$0.00
Chambers,0,$0.00
Henry,0,$0.00
Houston,4,$150481.94
DeKalb,1,$130000.00
Barbour,0,$0.00
Fayette,0,$0.00
Tuscaloosa,0,$0.00
Macon,0,$0.00
Lamar,0,$0.00
St. Clair,0,$0.00
Elmore,0,$0.00
