Name,Total Paid Claims,Total Claim Dollars Paid
Bibb,1,$1703.85
Baldwin,75,$797355.88
Crenshaw,0,$0.00
Lowndes,0,$0.00
Winston,0,$0.00
Franklin,0,$0.00
Limestone,0,$0.00
Lawrence,0,$0.00
Covington,0,$0.00
Geneva,0,$0.00
Marshall,0,$0.00
Jackson,4,$20037.73
Blount,0,$0.00
Etowah,1,$12643.75
Butler,0,$0.00
Escambia,0,$0.00
Monroe,0,$0.00
Wilcox,1,$1565.15
Lauderdale,0,$0.00
Colbert,1,$3243.50
Perry,0,$0.00
Marengo,1,$7124.85
Pickens,0,$0.00
Sumter,0,$0.00
Mobile,101,$1519528.05
Greene,0,$0.00
Dallas,5,$106912.88
Autauga,0,$0.00
Montgomery,2,$16946.88
Jefferson,9,$170259.44
Chilton,0,$0.00
Washington,0,$0.00
Choctaw,0,$0.00
Coffee,9,$142512.39
Cleburne,0,$0.00
Talladega,0,$0.00
Cullman,0,$0.00
Dale,1,$2035.37
Cherokee,0,$0.00
Pike,0,$0.00
Conecuh,0,$0.00
Tallapoosa,0,$0.00
Randolph,0,$0.00
Coosa,0,$0.00
Clay,0,$0.00
Marion,0,$0.00
Walker,0,$0.00
Bullock,0,$0.00
Russell,2,$18129.16
Shelby,36,$741645.06
Hale,0,$0.00
Lee,0,$0.00
Madison,7,$56338.53
Clarke,0,$0.00
Calhoun,0,$0.00
Morgan,0,$0.00
Chambers,0,$0.00
Henry,0,$0.00
Houston,1,$12263.85
DeKalb,0,$0.00
Barbour,0,$0.00
Fayette,0,$0.00
Tuscaloosa,2,$16019.82
Macon,0,$0.00
Lamar,0,$0.00
St. Clair,0,$0.00
Elmore,3,$14813.67
