Name,Total Paid Claims,Total Claim Dollars Paid
Sauk,0,$0.00
Iowa,0,$0.00
Ashland,2,$4596.71
Bayfield,0,$0.00
Sawyer,0,$0.00
Columbia,0,$0.00
Adams,0,$0.00
Oneida,0,$0.00
Price,0,$0.00
Chippewa,0,$0.00
Clark,0,$0.00
Outagamie,0,$0.00
Shawano,2,$2892.02
Lincoln,0,$0.00
Jefferson,9,$30850.39
Dodge,1,$9547.74
Vilas,0,$0.00
Forest,0,$0.00
Green Lake,0,$0.00
Waushara,0,$0.00
Green,2,$9645.28
Rock,2,$3865.92
Walworth,0,$0.00
Barron,0,$0.00
Pierce,1,$6625.16
Dunn,0,$0.00
Rusk,1,$5104.92
Taylor,0,$0.00
Racine,0,$0.00
Jackson,0,$0.00
Eau Claire,1,$675.00
Oconto,1,$8697.72
Brown,1,$1095.59
Milwaukee,2,$7599.16
Ozaukee,15,$61878.59
Richland,0,$0.00
Crawford,0,$0.00
Waukesha,1,$14344.65
Juneau,0,$0.00
Vernon,0,$0.00
Dane,11,$61826.83
Iron,0,$0.00
Waupaca,0,$0.00
Winnebago,0,$0.00
Kewaunee,0,$0.00
Portage,0,$0.00
Calumet,0,$0.00
La Crosse,0,$0.00
Marathon,0,$0.00
Burnett,1,$6600.00
Trempealeau,0,$0.00
Washburn,0,$0.00
Pepin,3,$5500.86
Wood,0,$0.00
Grant,0,$0.00
Lafayette,0,$0.00
Sheboygan,0,$0.00
Marquette,0,$0.00
Langlade,0,$0.00
Menominee,0,$0.00
Washington,2,$15112.44
St. Croix,0,$0.00
Florence,1,$4848.70
Fond du Lac,0,$0.00
Monroe,0,$0.00
Buffalo,1,$1250.00
Door,0,$0.00
Polk,0,$0.00
Marinette,0,$0.00
Douglas,0,$0.00
Kenosha,2,$5386.31
Manitowoc,0,$0.00
