Name,Total Paid Claims,Total Claim Dollars Paid
Rush,0,$0.00
Decatur,10,$380907.20
Starke,1,$12348.79
Marshall,17,$230761.31
DeKalb,6,$184247.30
Steuben,2,$11347.17
Floyd,0,$0.00
Clark,4,$41996.73
White,45,$1827751.99
Pulaski,37,$487072.56
Sullivan,0,$0.00
Clay,8,$322762.38
Fountain,0,$0.00
Vermillion,18,$243393.31
Elkhart,27,$311151.39
LaGrange,8,$62944.16
Lawrence,3,$72919.54
Jackson,34,$509591.29
Warren,1,$1983.17
Parke,5,$60263.76
Vigo,439,$14872723.26
Carroll,164,$8637944.75
Henry,0,$0.00
Madison,3,$23503.21
Grant,1,$14116.44
Huntington,2,$5846.68
Allen,20,$610338.14
Tippecanoe,19,$397566.13
Clinton,0,$0.00
Tipton,0,$0.00
Howard,3,$60355.00
Hamilton,7,$114047.44
Hancock,16,$302686.38
Newton,4,$14108.30
Jasper,49,$559560.10
Randolph,1,$2140.33
Delaware,1,$22808.85
Bartholomew,283,$12242107.72
Johnson,256,$11197495.21
Brown,48,$1981163.09
Greene,2,$80584.28
Morgan,89,$6884722.86
Putnam,3,$223535.38
Monroe,8,$117405.82
Ripley,0,$0.00
Fulton,30,$605721.29
Wabash,1,$54191.51
Noble,22,$558777.74
Jay,1,$4926.68
Fayette,0,$0.00
Daviess,2,$77209.61
Martin,0,$0.00
Miami,0,$0.00
Wells,1,$56771.76
Blackford,0,$0.00
Jennings,0,$0.00
Scott,1,$10081.40
Ohio,0,$0.00
Dearborn,1,$18202.07
Washington,11,$264626.07
Montgomery,1,$16225.86
Hendricks,6,$72161.35
Shelby,19,$353994.26
Marion,119,$2179626.97
Boone,0,$0.00
St. Joseph,14,$90336.25
Dubois,0,$0.00
Orange,14,$261733.80
Crawford,7,$330940.52
Knox,9,$260558.07
Warrick,4,$44607.93
Vanderburgh,25,$267092.03
Gibson,8,$115222.96
Lake,818,$33045868.32
Benton,0,$0.00
Pike,0,$0.00
Switzerland,0,$0.00
Perry,1,$464.62
Union,0,$0.00
Spencer,1,$17313.68
Adams,2,$2548.36
Posey,2,$22426.82
Harrison,13,$354612.62
Cass,0,$0.00
Kosciusko,53,$584706.92
Franklin,1,$82448.04
Owen,53,$2256913.18
Jefferson,4,$43936.79
LaPorte,9,$95321.44
Porter,28,$789248.76
Wayne,7,$51519.12
Whitley,2,$10553.87
