Name,Total Paid Claims,Total Claim Dollars Paid
Rush,1,$15456.55
Decatur,0,$0.00
Starke,0,$0.00
Marshall,10,$98693.04
DeKalb,2,$4699.64
Steuben,0,$0.00
Floyd,1,$34558.63
Clark,9,$55574.72
White,9,$85393.35
Pulaski,9,$43727.71
Sullivan,0,$0.00
Clay,0,$0.00
Fountain,0,$0.00
Vermillion,0,$0.00
Elkhart,7,$51716.07
LaGrange,0,$0.00
Lawrence,0,$0.00
Jackson,1,$1089.52
Warren,0,$0.00
Parke,0,$0.00
Vigo,3,$45154.88
Carroll,14,$87395.75
Henry,0,$0.00
Madison,20,$283938.91
Grant,14,$136954.47
Huntington,3,$5084.44
Allen,57,$570828.21
Tippecanoe,9,$65744.15
Clinton,0,$0.00
Tipton,1,$4992.15
Howard,21,$332518.96
Hamilton,39,$410099.00
Hancock,0,$0.00
Newton,0,$0.00
Jasper,0,$0.00
Randolph,0,$0.00
Delaware,13,$116729.82
Bartholomew,4,$46373.54
Johnson,3,$35834.67
Brown,3,$23381.57
Greene,0,$0.00
Morgan,3,$7676.11
Putnam,0,$0.00
Monroe,0,$0.00
Ripley,0,$0.00
Fulton,25,$247873.03
Wabash,0,$0.00
Noble,11,$118991.03
Jay,0,$0.00
Fayette,0,$0.00
Daviess,1,$1772.01
Martin,1,$352.79
Miami,0,$0.00
Wells,0,$0.00
Blackford,0,$0.00
Jennings,0,$0.00
Scott,0,$0.00
Ohio,1,$2600.64
Dearborn,2,$5207.59
Washington,1,$225325.39
Montgomery,0,$0.00
Hendricks,0,$0.00
Shelby,11,$39830.96
Marion,129,$1416182.77
Boone,1,$1354.00
St. Joseph,1,$3625.80
Dubois,0,$0.00
Orange,9,$84725.72
Crawford,45,$676873.55
Knox,1,$22355.55
Warrick,0,$0.00
Vanderburgh,9,$60667.04
Gibson,0,$0.00
Lake,178,$4356954.33
Benton,0,$0.00
Pike,0,$0.00
Switzerland,0,$0.00
Perry,0,$0.00
Union,0,$0.00
Spencer,0,$0.00
Adams,1,$4438.12
Posey,3,$14224.98
Harrison,4,$22363.32
Cass,3,$4008.51
Kosciusko,11,$101153.38
Franklin,1,$19439.00
Owen,0,$0.00
Jefferson,3,$8935.39
LaPorte,3,$19099.84
Porter,10,$137559.11
Wayne,0,$0.00
Whitley,1,$1520.00
