Name,Total Paid Claims,Total Claim Dollars Paid
Rush,0,$0.00
Decatur,0,$0.00
Starke,0,$0.00
Marshall,0,$0.00
DeKalb,0,$0.00
Steuben,1,$2129.06
Floyd,0,$0.00
Clark,3,$13136.75
White,0,$0.00
Pulaski,0,$0.00
Sullivan,0,$0.00
Clay,0,$0.00
Fountain,0,$0.00
Vermillion,0,$0.00
Elkhart,3,$49479.23
LaGrange,0,$0.00
Lawrence,2,$9319.07
Jackson,3,$1137.28
Warren,0,$0.00
Parke,0,$0.00
Vigo,8,$47012.20
Carroll,0,$0.00
Henry,0,$0.00
Madison,4,$8595.94
Grant,0,$0.00
Huntington,2,$13859.61
Allen,61,$350300.20
Tippecanoe,0,$0.00
Clinton,0,$0.00
Tipton,0,$0.00
Howard,0,$0.00
Hamilton,12,$64879.62
Hancock,3,$50751.53
Newton,0,$0.00
Jasper,0,$0.00
Randolph,0,$0.00
Delaware,3,$7164.75
Bartholomew,4,$15952.72
Johnson,3,$21834.55
Brown,0,$0.00
Greene,0,$0.00
Morgan,1,$4604.16
Putnam,1,$4955.75
Monroe,1,$8729.21
Ripley,0,$0.00
Fulton,1,$6429.35
Wabash,0,$0.00
Noble,0,$0.00
Jay,0,$0.00
Fayette,1,$498.46
Daviess,0,$0.00
Martin,1,$2781.78
Miami,0,$0.00
Wells,0,$0.00
Blackford,0,$0.00
Jennings,1,$7213.77
Scott,0,$0.00
Ohio,0,$0.00
Dearborn,2,$24266.95
Washington,1,$33664.57
Montgomery,3,$13707.71
Hendricks,1,$1852.42
Shelby,2,$11152.38
Marion,27,$207698.05
Boone,1,$3244.22
St. Joseph,0,$0.00
Dubois,0,$0.00
Orange,1,$2812.86
Crawford,0,$0.00
Knox,6,$41610.10
Warrick,0,$0.00
Vanderburgh,4,$34156.81
Gibson,0,$0.00
Lake,1,$3367.55
Benton,0,$0.00
Pike,0,$0.00
Switzerland,0,$0.00
Perry,0,$0.00
Union,0,$0.00
Spencer,0,$0.00
Adams,0,$0.00
Posey,3,$24475.73
Harrison,0,$0.00
Cass,0,$0.00
Kosciusko,0,$0.00
Franklin,0,$0.00
Owen,5,$57052.62
Jefferson,4,$25743.19
LaPorte,0,$0.00
Porter,0,$0.00
Wayne,0,$0.00
Whitley,0,$0.00
