Name,Total Paid Claims,Total Claim Dollars Paid
St. Bernard,186,$1693913.74
Tangipahoa,20,$216101.54
Jefferson,1858,$35464450.54
Bienville,0,$0.00
Natchitoches,0,$0.00
Iberville,7,$34650.42
Pointe Coupee,41,$105376.54
Terrebonne,1479,$21175477.55
Vernon,8,$139696.65
Rapides,14,$49613.07
Calcasieu,54,$376353.13
Cameron,4,$3028.82
Assumption,9,$27913.19
Lafourche,1058,$13572734.26
East Carroll,0,$0.00
Richland,0,$0.00
St. Tammany,336,$4472178.26
West Baton Rouge,1,$1501.55
West Feliciana,7,$28052.02
Allen,4,$43477.21
St. Charles,44,$503150.71
Lincoln,0,$0.00
Ouachita,7,$41579.54
St. Mary,48,$474383.23
East Feliciana,0,$0.00
St. John the Baptist,47,$557574.36
Vermilion,28,$312775.04
Plaquemines,62,$695406.36
Iberia,18,$137302.52
East Baton Rouge,54,$266078.37
Concordia,20,$93114.68
Caddo,21,$89494.32
Red River,0,$0.00
Bossier,1,$4680.34
De Soto,1,$487.70
Madison,0,$0.00
Tensas,1,$374.00
Caldwell,1,$16816.16
Jackson,1,$3769.13
Evangeline,4,$69578.88
Orleans,198,$3266325.25
St. Martin,5,$24219.88
LaSalle,0,$0.00
Avoyelles,5,$10543.11
Jefferson Davis,8,$57397.64
Beauregard,4,$27283.77
Lafayette,29,$225798.46
Claiborne,0,$0.00
Catahoula,0,$0.00
Washington,3,$28384.41
Morehouse,0,$0.00
St. Helena,0,$0.00
Franklin,0,$0.00
West Carroll,0,$0.00
St. James,4,$47479.38
Ascension,38,$212171.35
Livingston,167,$1637595.11
Union,0,$0.00
Winn,0,$0.00
Grant,0,$0.00
Webster,0,$0.00
Sabine,0,$0.00
Acadia,12,$96210.89
St. Landry,10,$31103.05
