Name,Total Paid Claims,Total Claim Dollars Paid
St. Bernard,22,$186556.93
Tangipahoa,3,$55006.67
Jefferson,483,$6359823.09
Bienville,2,$20437.30
Natchitoches,6,$76745.28
Iberville,7,$108327.28
Pointe Coupee,20,$621727.40
Terrebonne,324,$8222928.03
Vernon,2,$51616.82
Rapides,29,$453216.33
Calcasieu,28,$416331.08
Cameron,0,$0.00
Assumption,20,$306035.71
Lafourche,177,$3108759.68
East Carroll,2,$32011.28
Richland,4,$36595.90
St. Tammany,41,$396458.25
West Baton Rouge,0,$0.00
West Feliciana,1,$22000.00
Allen,2,$13900.16
St. Charles,100,$2111688.92
Lincoln,0,$0.00
Ouachita,86,$1720504.42
St. Mary,36,$597919.79
East Feliciana,0,$0.00
St. John the Baptist,26,$235053.78
Vermilion,2,$40363.33
Plaquemines,8,$222503.12
Iberia,32,$683961.64
East Baton Rouge,15,$92629.66
Concordia,4,$130570.91
Caddo,164,$3813839.00
Red River,0,$0.00
Bossier,79,$1595013.53
De Soto,4,$54204.89
Madison,2,$6355.44
Tensas,3,$33610.12
Caldwell,2,$5711.17
Jackson,0,$0.00
Evangeline,1,$39907.20
Orleans,234,$2930582.99
St. Martin,2,$13624.23
LaSalle,4,$77947.61
Avoyelles,3,$40590.53
Jefferson Davis,0,$0.00
Beauregard,6,$152254.28
Lafayette,4,$13481.00
Claiborne,2,$25249.86
Catahoula,13,$157471.09
Washington,22,$623076.73
Morehouse,6,$117124.39
St. Helena,0,$0.00
Franklin,1,$7623.12
West Carroll,0,$0.00
St. James,2,$4474.72
Ascension,22,$286616.52
Livingston,10,$49740.62
Union,31,$571871.31
Winn,0,$0.00
Grant,6,$63499.62
Webster,33,$1277857.44
Sabine,0,$0.00
Acadia,9,$75539.17
St. Landry,6,$69718.63
