Name,Total Paid Claims,Total Claim Dollars Paid
St. Bernard,975,$6450877.47
Tangipahoa,23,$92545.14
Jefferson,6929,$51282714.59
Bienville,1,$3390.61
Natchitoches,0,$0.00
Iberville,60,$164633.91
Pointe Coupee,76,$214198.16
Terrebonne,52,$408364.32
Vernon,0,$0.00
Rapides,53,$195701.27
Calcasieu,752,$9091746.07
Cameron,5,$37552.78
Assumption,99,$165963.43
Lafourche,115,$398641.30
East Carroll,1,$7500.00
Richland,3,$3947.04
St. Tammany,365,$2501917.09
West Baton Rouge,24,$84215.47
West Feliciana,3,$12586.50
Allen,3,$13817.00
St. Charles,70,$285700.90
Lincoln,2,$11452.64
Ouachita,42,$240610.99
St. Mary,114,$332552.93
East Feliciana,2,$3811.45
St. John the Baptist,5,$16171.63
Vermilion,45,$414982.77
Plaquemines,25,$100744.23
Iberia,23,$40613.64
East Baton Rouge,275,$1045914.93
Concordia,60,$179412.58
Caddo,22,$75955.24
Red River,0,$0.00
Bossier,0,$0.00
De Soto,0,$0.00
Madison,0,$0.00
Tensas,2,$4288.64
Caldwell,2,$6295.20
Jackson,2,$14803.48
Evangeline,4,$15873.13
Orleans,4653,$25933890.89
St. Martin,34,$105413.76
LaSalle,4,$14173.53
Avoyelles,101,$319455.26
Jefferson Davis,18,$177450.06
Beauregard,0,$0.00
Lafayette,379,$2763924.36
Claiborne,0,$0.00
Catahoula,9,$16602.56
Washington,14,$64549.84
Morehouse,1,$1100.00
St. Helena,0,$0.00
Franklin,2,$8463.00
West Carroll,0,$0.00
St. James,5,$11921.54
Ascension,143,$511447.40
Livingston,116,$294579.32
Union,0,$0.00
Winn,0,$0.00
Grant,2,$2848.00
Webster,0,$0.00
Sabine,0,$0.00
Acadia,141,$807044.06
St. Landry,31,$128423.53
