Name,Total Paid Claims,Total Claim Dollars Paid
St. Bernard,3,$52923.80
Tangipahoa,3,$14313.06
Jefferson,40,$423039.27
Bienville,0,$0.00
Natchitoches,13,$252083.82
Iberville,3,$47011.61
Pointe Coupee,7,$68029.90
Terrebonne,2,$3102.25
Vernon,17,$499686.17
Rapides,7,$181175.39
Calcasieu,393,$11522318.90
Cameron,1,$42091.12
Assumption,0,$0.00
Lafourche,14,$113656.86
East Carroll,1,$2196.78
Richland,45,$1448214.05
St. Tammany,45,$611509.43
West Baton Rouge,4,$154224.88
West Feliciana,0,$0.00
Allen,18,$287328.12
St. Charles,0,$0.00
Lincoln,0,$0.00
Ouachita,6,$21280.90
St. Mary,3,$12844.24
East Feliciana,0,$0.00
St. John the Baptist,1,$3033.83
Vermilion,23,$436227.67
Plaquemines,4,$11745.43
Iberia,13,$99844.22
East Baton Rouge,67,$1305238.03
Concordia,0,$0.00
Caddo,1,$4485.40
Red River,0,$0.00
Bossier,0,$0.00
De Soto,0,$0.00
Madison,7,$61877.82
Tensas,0,$0.00
Caldwell,22,$483492.70
Jackson,0,$0.00
Evangeline,2,$83551.80
Orleans,29,$528818.17
St. Martin,5,$29158.91
LaSalle,0,$0.00
Avoyelles,1,$30385.06
Jefferson Davis,7,$195354.77
Beauregard,10,$217229.16
Lafayette,47,$863728.50
Claiborne,0,$0.00
Catahoula,0,$0.00
Washington,0,$0.00
Morehouse,1,$5047.41
St. Helena,0,$0.00
Franklin,18,$589774.11
West Carroll,1,$30681.95
St. James,0,$0.00
Ascension,16,$204657.27
Livingston,10,$202071.75
Union,0,$0.00
Winn,0,$0.00
Grant,9,$127404.91
Webster,0,$0.00
Sabine,5,$111818.51
Acadia,10,$123711.13
St. Landry,35,$1368313.93
