Name,Total Paid Claims,Total Claim Dollars Paid
St. Bernard,72,$282967.91
Tangipahoa,0,$0.00
Jefferson,345,$2860451.97
Bienville,1,$20325.19
Natchitoches,8,$54679.82
Iberville,9,$96414.46
Pointe Coupee,101,$1849462.32
Terrebonne,28,$727651.52
Vernon,0,$0.00
Rapides,162,$2387667.94
Calcasieu,18,$69541.06
Cameron,20,$409686.97
Assumption,25,$172791.85
Lafourche,14,$72734.61
East Carroll,7,$64656.80
Richland,2,$40815.00
St. Tammany,35,$169885.64
West Baton Rouge,0,$0.00
West Feliciana,15,$333072.36
Allen,2,$45002.03
St. Charles,0,$0.00
Lincoln,4,$36476.29
Ouachita,18,$170459.71
St. Mary,55,$388032.82
East Feliciana,5,$62497.46
St. John the Baptist,8,$63663.20
Vermilion,11,$89980.63
Plaquemines,51,$759700.20
Iberia,39,$399032.59
East Baton Rouge,106,$1118243.17
Concordia,52,$982318.60
Caddo,97,$1917082.33
Red River,0,$0.00
Bossier,54,$1480282.58
De Soto,4,$179359.39
Madison,3,$47069.44
Tensas,11,$206602.82
Caldwell,2,$17046.11
Jackson,0,$0.00
Evangeline,0,$0.00
Orleans,117,$1177137.28
St. Martin,73,$241814.64
LaSalle,14,$169144.05
Avoyelles,114,$642089.25
Jefferson Davis,0,$0.00
Beauregard,5,$23070.39
Lafayette,7,$81162.59
Claiborne,3,$19336.97
Catahoula,51,$591807.78
Washington,4,$14920.38
Morehouse,1,$5650.46
St. Helena,0,$0.00
Franklin,3,$50255.87
West Carroll,1,$2750.00
St. James,0,$0.00
Ascension,39,$385877.80
Livingston,34,$309205.99
Union,32,$163923.60
Winn,3,$35470.44
Grant,20,$286925.92
Webster,35,$477053.09
Sabine,0,$0.00
Acadia,3,$26350.54
St. Landry,2,$27036.44
