Name,Total Paid Claims,Total Claim Dollars Paid
St. Bernard,0,$0.00
Tangipahoa,0,$0.00
Jefferson,40,$374883.71
Bienville,0,$0.00
Natchitoches,13,$470279.38
Iberville,0,$0.00
Pointe Coupee,11,$229775.74
Terrebonne,13,$224729.36
Vernon,11,$332504.16
Rapides,108,$2568420.02
Calcasieu,18,$290870.82
Cameron,0,$0.00
Assumption,2,$59406.53
Lafourche,17,$228957.81
East Carroll,0,$0.00
Richland,3,$146640.98
St. Tammany,22,$327653.60
West Baton Rouge,0,$0.00
West Feliciana,0,$0.00
Allen,2,$47488.97
St. Charles,9,$118854.24
Lincoln,2,$19808.15
Ouachita,2,$168531.26
St. Mary,6,$34212.11
East Feliciana,0,$0.00
St. John the Baptist,6,$94469.88
Vermilion,9,$162606.01
Plaquemines,1,$2237.09
Iberia,28,$1113673.49
East Baton Rouge,37,$1050471.50
Concordia,0,$0.00
Caddo,48,$1368200.22
Red River,0,$0.00
Bossier,38,$3822498.00
De Soto,0,$0.00
Madison,2,$24514.72
Tensas,0,$0.00
Caldwell,3,$19608.07
Jackson,0,$0.00
Evangeline,0,$0.00
Orleans,29,$467357.44
St. Martin,5,$209807.20
LaSalle,1,$1093.10
Avoyelles,5,$95328.55
Jefferson Davis,0,$0.00
Beauregard,0,$0.00
Lafayette,8,$81133.50
Claiborne,0,$0.00
Catahoula,0,$0.00
Washington,0,$0.00
Morehouse,0,$0.00
St. Helena,0,$0.00
Franklin,1,$2095.36
West Carroll,1,$8050.41
St. James,0,$0.00
Ascension,6,$139483.48
Livingston,23,$394741.10
Union,0,$0.00
Winn,4,$55654.60
Grant,0,$0.00
Webster,2,$17938.84
Sabine,0,$0.00
Acadia,1,$1525.10
St. Landry,1,$1931.19
