Name,Total Paid Claims,Total Claim Dollars Paid
St. Bernard,66,$164613.13
Tangipahoa,4,$30444.16
Jefferson,1905,$12080101.25
Bienville,0,$0.00
Natchitoches,0,$0.00
Iberville,4,$6312.71
Pointe Coupee,8,$25698.17
Terrebonne,13,$99603.02
Vernon,0,$0.00
Rapides,4,$7293.75
Calcasieu,17,$54228.37
Cameron,10,$27446.87
Assumption,3,$12178.09
Lafourche,3,$7536.31
East Carroll,0,$0.00
Richland,0,$0.00
St. Tammany,91,$448159.26
West Baton Rouge,3,$7106.30
West Feliciana,0,$0.00
Allen,0,$0.00
St. Charles,25,$99477.00
Lincoln,0,$0.00
Ouachita,16,$69258.13
St. Mary,51,$159825.48
East Feliciana,0,$0.00
St. John the Baptist,17,$68617.81
Vermilion,2,$8703.61
Plaquemines,6,$11762.09
Iberia,1,$6100.00
East Baton Rouge,54,$221334.67
Concordia,2,$6993.92
Caddo,4,$7861.58
Red River,0,$0.00
Bossier,1,$4307.82
De Soto,0,$0.00
Madison,0,$0.00
Tensas,0,$0.00
Caldwell,0,$0.00
Jackson,0,$0.00
Evangeline,0,$0.00
Orleans,1060,$5352980.34
St. Martin,0,$0.00
LaSalle,0,$0.00
Avoyelles,2,$4229.96
Jefferson Davis,0,$0.00
Beauregard,0,$0.00
Lafayette,11,$50752.49
Claiborne,0,$0.00
Catahoula,0,$0.00
Washington,3,$9802.70
Morehouse,0,$0.00
St. Helena,0,$0.00
Franklin,0,$0.00
West Carroll,1,$3493.44
St. James,0,$0.00
Ascension,31,$140453.69
Livingston,9,$37755.29
Union,1,$1871.52
Winn,0,$0.00
Grant,1,$1325.48
Webster,0,$0.00
Sabine,0,$0.00
Acadia,0,$0.00
St. Landry,16,$133592.22
