Name,Total Paid Claims,Total Claim Dollars Paid
McKinley,0,$0.00
Sandoval,1,$2515.51
San Juan,0,$0.00
Santa Fe,0,$0.00
Cibola,0,$0.00
Los Alamos,0,$0.00
San Miguel,0,$0.00
Bernalillo,5,$22558.34
Hidalgo,0,$0.00
Do̱a Ana,0,$0.00
Curry,1,$12148.57
Colfax,0,$0.00
Lea,0,$0.00
Mora,0,$0.00
Roosevelt,1,$1512.30
De Baca,0,$0.00
Catron,0,$0.00
Luna,2,$88420.82
Grant,1,$35035.72
Rio Arriba,0,$0.00
Valencia,3,$34790.05
Taos,0,$0.00
Chaves,0,$0.00
Lincoln,1,$1776.44
Socorro,2,$18369.82
Torrance,0,$0.00
Quay,0,$0.00
Harding,0,$0.00
Otero,6,$49930.73
Guadalupe,0,$0.00
Union,0,$0.00
Sierra,0,$0.00
Eddy,0,$0.00
