Name,Total Paid Claims,Total Claim Dollars Paid
McKinley,0,$0.00
Sandoval,0,$0.00
San Juan,0,$0.00
Santa Fe,0,$0.00
Cibola,0,$0.00
Los Alamos,0,$0.00
San Miguel,1,$1969.68
Bernalillo,0,$0.00
Hidalgo,0,$0.00
Do̱a Ana,0,$0.00
Curry,0,$0.00
Colfax,0,$0.00
Lea,0,$0.00
Mora,0,$0.00
Roosevelt,0,$0.00
De Baca,0,$0.00
Catron,0,$0.00
Luna,0,$0.00
Grant,0,$0.00
Rio Arriba,0,$0.00
Valencia,1,$29914.00
Taos,0,$0.00
Chaves,0,$0.00
Lincoln,0,$0.00
Socorro,1,$916.63
Torrance,0,$0.00
Quay,0,$0.00
Harding,0,$0.00
Otero,0,$0.00
Guadalupe,0,$0.00
Union,0,$0.00
Sierra,1,$7844.08
Eddy,0,$0.00
