Name,Total Paid Claims,Total Claim Dollars Paid
Slope,0,$0.00
Rolette,1,$23023.60
Burke,0,$0.00
Renville,0,$0.00
Walsh,6,$19535.60
Grand Forks,37,$237315.43
Cavalier,1,$12900.00
Nelson,1,$54500.00
Pembina,1,$598.00
Burleigh,0,$0.00
Steele,0,$0.00
Benson,16,$586880.27
Towner,1,$70000.00
Pierce,0,$0.00
Mercer,0,$0.00
Dunn,0,$0.00
Wells,0,$0.00
Stutsman,0,$0.00
Eddy,2,$26600.00
Golden Valley,0,$0.00
McKenzie,0,$0.00
Billings,0,$0.00
Griggs,0,$0.00
Williams,0,$0.00
Barnes,0,$0.00
LaMoure,0,$0.00
McIntosh,0,$0.00
Morton,0,$0.00
Stark,0,$0.00
Dickey,0,$0.00
Ransom,0,$0.00
McHenry,0,$0.00
Sheridan,0,$0.00
Kidder,0,$0.00
Grant,0,$0.00
Adams,0,$0.00
Divide,0,$0.00
McLean,0,$0.00
Ward,0,$0.00
Sargent,0,$0.00
Bottineau,0,$0.00
Emmons,0,$0.00
Cass,80,$120955.99
Logan,0,$0.00
Traill,0,$0.00
Oliver,0,$0.00
Ramsey,50,$1556905.62
Richland,9,$7955.53
Bowman,0,$0.00
Foster,1,$9600.00
Hettinger,0,$0.00
Sioux,0,$0.00
Mountrail,0,$0.00
