Name,Total Paid Claims,Total Claim Dollars Paid
Slope,0,$0.00
Rolette,1,$35500.00
Burke,0,$0.00
Renville,0,$0.00
Walsh,34,$141200.65
Grand Forks,22,$135431.61
Cavalier,3,$144258.00
Nelson,0,$0.00
Pembina,16,$61333.29
Burleigh,1,$2304.71
Steele,0,$0.00
Benson,17,$512301.47
Towner,1,$28000.00
Pierce,0,$0.00
Mercer,0,$0.00
Dunn,0,$0.00
Wells,1,$80100.00
Stutsman,4,$147800.00
Eddy,3,$66879.00
Golden Valley,0,$0.00
McKenzie,0,$0.00
Billings,0,$0.00
Griggs,0,$0.00
Williams,0,$0.00
Barnes,14,$90534.56
LaMoure,0,$0.00
McIntosh,0,$0.00
Morton,0,$0.00
Stark,0,$0.00
Dickey,0,$0.00
Ransom,1,$3276.69
McHenry,0,$0.00
Sheridan,0,$0.00
Kidder,0,$0.00
Grant,0,$0.00
Adams,0,$0.00
Divide,0,$0.00
McLean,0,$0.00
Ward,4,$15586.72
Sargent,0,$0.00
Bottineau,0,$0.00
Emmons,1,$15539.98
Cass,18,$23547.40
Logan,0,$0.00
Traill,0,$0.00
Oliver,0,$0.00
Ramsey,90,$5994984.02
Richland,0,$0.00
Bowman,0,$0.00
Foster,0,$0.00
Hettinger,0,$0.00
Sioux,0,$0.00
Mountrail,0,$0.00
