Name,Total Paid Claims,Total Claim Dollars Paid
Grant,0,$0.00
Stevens,0,$0.00
Carver,0,$0.00
Sibley,0,$0.00
Swift,0,$0.00
Winona,0,$0.00
Fillmore,0,$0.00
Becker,1,$53149.20
Hubbard,0,$0.00
Yellow Medicine,0,$0.00
Douglas,0,$0.00
Pope,0,$0.00
Lake of the Woods,1,$7798.33
Beltrami,0,$0.00
Dakota,0,$0.00
Rice,0,$0.00
Steele,0,$0.00
Blue Earth,0,$0.00
Waseca,0,$0.00
Cottonwood,0,$0.00
Redwood,0,$0.00
Lincoln,0,$0.00
Roseau,0,$0.00
Marshall,2,$1536.50
Pennington,0,$0.00
Wadena,0,$0.00
Otter Tail,0,$0.00
Todd,0,$0.00
Morrison,2,$124569.77
Cass,0,$0.00
Murray,0,$0.00
Wilkin,0,$0.00
Traverse,0,$0.00
Watonwan,0,$0.00
Hennepin,0,$0.00
Le Sueur,0,$0.00
Kanabec,0,$0.00
Isanti,1,$16982.99
Pine,0,$0.00
Jackson,0,$0.00
Big Stone,0,$0.00
Norman,0,$0.00
Houston,0,$0.00
Mower,0,$0.00
Olmsted,0,$0.00
Freeborn,1,$4514.14
Dodge,0,$0.00
Meeker,0,$0.00
Wright,0,$0.00
Lac qui Parle,0,$0.00
Kandiyohi,1,$9174.95
Chippewa,0,$0.00
St. Louis,2,$43759.74
Nobles,0,$0.00
Koochiching,7,$238220.90
Goodhue,0,$0.00
Chisago,0,$0.00
Anoka,1,$12331.95
Brown,0,$0.00
Lyon,0,$0.00
Rock,1,$11013.06
Pipestone,0,$0.00
Washington,0,$0.00
Kittson,0,$0.00
Clearwater,0,$0.00
Polk,3,$32635.93
Faribault,0,$0.00
Stearns,9,$160683.20
Benton,1,$1012.43
Mille Lacs,0,$0.00
Sherburne,9,$222920.19
Ramsey,0,$0.00
Renville,1,$6113.92
McLeod,0,$0.00
Carlton,0,$0.00
Lake,0,$0.00
Aitkin,0,$0.00
Martin,0,$0.00
Clay,0,$0.00
Mahnomen,0,$0.00
Wabasha,0,$0.00
Cook,0,$0.00
Nicollet,0,$0.00
Red Lake,0,$0.00
Itasca,0,$0.00
Crow Wing,0,$0.00
Scott,0,$0.00
