Name,Total Paid Claims,Total Claim Dollars Paid
Grant,1,$59148.07
Stevens,0,$0.00
Carver,1,$6161.58
Sibley,0,$0.00
Swift,1,$5986.02
Winona,2,$21000.00
Fillmore,0,$0.00
Becker,1,$2987.20
Hubbard,0,$0.00
Yellow Medicine,7,$12120.15
Douglas,6,$118521.38
Pope,0,$0.00
Lake of the Woods,0,$0.00
Beltrami,0,$0.00
Dakota,12,$145425.05
Rice,4,$25272.89
Steele,0,$0.00
Blue Earth,4,$22374.47
Waseca,0,$0.00
Cottonwood,0,$0.00
Redwood,0,$0.00
Lincoln,0,$0.00
Roseau,0,$0.00
Marshall,9,$35994.84
Pennington,1,$1000.00
Wadena,1,$2034.65
Otter Tail,37,$807584.63
Todd,0,$0.00
Morrison,1,$965.24
Cass,1,$522.50
Murray,0,$0.00
Wilkin,2,$976.94
Traverse,5,$72087.86
Watonwan,0,$0.00
Hennepin,9,$56520.70
Le Sueur,4,$13803.60
Kanabec,0,$0.00
Isanti,0,$0.00
Pine,1,$4070.56
Jackson,1,$4656.02
Big Stone,2,$6122.74
Norman,18,$124130.88
Houston,3,$42423.36
Mower,1,$8981.15
Olmsted,1,$5556.09
Freeborn,0,$0.00
Dodge,0,$0.00
Meeker,0,$0.00
Wright,17,$80613.00
Lac qui Parle,1,$2259.23
Kandiyohi,1,$2048.92
Chippewa,7,$31033.47
St. Louis,0,$0.00
Nobles,6,$30049.91
Koochiching,0,$0.00
Goodhue,12,$128550.29
Chisago,1,$2071.36
Anoka,3,$4548.28
Brown,0,$0.00
Lyon,1,$1055.38
Rock,0,$0.00
Pipestone,0,$0.00
Washington,29,$217886.07
Kittson,8,$101386.93
Clearwater,0,$0.00
Polk,13,$147269.22
Faribault,0,$0.00
Stearns,6,$42610.14
Benton,0,$0.00
Mille Lacs,1,$11720.22
Sherburne,1,$4097.32
Ramsey,12,$104828.36
Renville,1,$1000.00
McLeod,1,$1000.00
Carlton,0,$0.00
Lake,0,$0.00
Aitkin,0,$0.00
Martin,0,$0.00
Clay,67,$234418.97
Mahnomen,0,$0.00
Wabasha,11,$81842.72
Cook,0,$0.00
Nicollet,4,$25305.22
Red Lake,0,$0.00
Itasca,0,$0.00
Crow Wing,0,$0.00
Scott,4,$32294.20
