Name,Total Paid Claims,Total Claim Dollars Paid
Wayne,0,$0.00
Reynolds,0,$0.00
Carter,1,$2495.53
Newton,5,$27087.03
Andrew,0,$0.00
Nodaway,0,$0.00
Scotland,0,$0.00
Knox,0,$0.00
Jasper,0,$0.00
Barton,0,$0.00
Worth,0,$0.00
Grundy,0,$0.00
Livingston,1,$4295.26
Maries,0,$0.00
Miller,0,$0.00
Gasconade,0,$0.00
Osage,0,$0.00
Buchanan,1,$20581.16
Platte,0,$0.00
Stone,0,$0.00
Lewis,0,$0.00
Marion,0,$0.00
Lafayette,0,$0.00
Johnson,0,$0.00
Pike,2,$13114.61
Audrain,1,$8364.09
Sullivan,0,$0.00
Mercer,0,$0.00
McDonald,0,$0.00
Barry,0,$0.00
Ralls,0,$0.00
Scott,4,$17247.60
New Madrid,0,$0.00
St. Francois,0,$0.00
Jefferson,56,$789472.80
Ste. Genevieve,1,$11795.91
Iron,0,$0.00
Washington,0,$0.00
Perry,0,$0.00
Lawrence,0,$0.00
Madison,0,$0.00
Gentry,0,$0.00
Montgomery,0,$0.00
Clark,0,$0.00
Macon,0,$0.00
Adair,0,$0.00
Cedar,0,$0.00
Polk,0,$0.00
Hickory,0,$0.00
Camden,0,$0.00
St. Louis,40,$946225.90
Douglas,0,$0.00
Howell,0,$0.00
Chariton,0,$0.00
Morgan,0,$0.00
Benton,0,$0.00
Oregon,0,$0.00
Linn,0,$0.00
Randolph,0,$0.00
Monroe,0,$0.00
Warren,0,$0.00
Clay,0,$0.00
Harrison,0,$0.00
Dallas,0,$0.00
Greene,0,$0.00
Daviess,0,$0.00
Saline,0,$0.00
Cooper,0,$0.00
Boone,0,$0.00
Dent,0,$0.00
Bates,0,$0.00
Henry,0,$0.00
Jackson,6,$51351.21
Texas,0,$0.00
Pettis,0,$0.00
Dade,0,$0.00
Christian,0,$0.00
Moniteau,0,$0.00
Shelby,0,$0.00
St. Clair,0,$0.00
Crawford,0,$0.00
Carroll,0,$0.00
Caldwell,0,$0.00
Clinton,0,$0.00
DeKalb,0,$0.00
Taney,0,$0.00
Webster,0,$0.00
Putnam,0,$0.00
Butler,0,$0.00
Cape Girardeau,1,$2689.39
Mississippi,0,$0.00
Lincoln,2,$13073.19
Schuyler,0,$0.00
Cass,0,$0.00
Dunklin,0,$0.00
Ozark,0,$0.00
Bollinger,0,$0.00
St. Charles,6,$57972.50
Franklin,4,$97765.59
Ripley,1,$5661.59
Ray,0,$0.00
Holt,0,$0.00
Vernon,0,$0.00
Laclede,0,$0.00
Pulaski,0,$0.00
Phelps,7,$272555.87
Wright,0,$0.00
Pemiscot,0,$0.00
Shannon,0,$0.00
Atchison,0,$0.00
St. Louis,3,$104406.63
Stoddard,1,$114.44
Callaway,0,$0.00
Cole,0,$0.00
Howard,0,$0.00
