Name,Total Paid Claims,Total Claim Dollars Paid
Wayne,13,$56540.83
Reynolds,2,$8007.68
Carter,2,$7533.10
Newton,1,$1161.00
Andrew,0,$0.00
Nodaway,0,$0.00
Scotland,0,$0.00
Knox,0,$0.00
Jasper,1,$124.69
Barton,2,$5942.44
Worth,0,$0.00
Grundy,0,$0.00
Livingston,0,$0.00
Maries,0,$0.00
Miller,0,$0.00
Gasconade,8,$25735.78
Osage,0,$0.00
Buchanan,1,$4569.48
Platte,1,$12401.03
Stone,0,$0.00
Lewis,0,$0.00
Marion,51,$180271.45
Lafayette,0,$0.00
Johnson,1,$749.92
Pike,24,$98750.43
Audrain,0,$0.00
Sullivan,0,$0.00
Mercer,0,$0.00
McDonald,0,$0.00
Barry,0,$0.00
Ralls,0,$0.00
Scott,28,$70206.48
New Madrid,0,$0.00
St. Francois,0,$0.00
Jefferson,330,$1635848.32
Ste. Genevieve,156,$628886.48
Iron,0,$0.00
Washington,3,$40891.28
Perry,1,$3354.46
Lawrence,0,$0.00
Madison,0,$0.00
Gentry,0,$0.00
Montgomery,0,$0.00
Clark,0,$0.00
Macon,0,$0.00
Adair,0,$0.00
Cedar,0,$0.00
Polk,0,$0.00
Hickory,0,$0.00
Camden,1,$4453.00
St. Louis,745,$4318177.58
Douglas,0,$0.00
Howell,0,$0.00
Chariton,0,$0.00
Morgan,0,$0.00
Benton,2,$2241.45
Oregon,2,$24493.11
Linn,0,$0.00
Randolph,0,$0.00
Monroe,0,$0.00
Warren,0,$0.00
Clay,3,$17711.93
Harrison,0,$0.00
Dallas,0,$0.00
Greene,1,$2828.35
Daviess,0,$0.00
Saline,0,$0.00
Cooper,1,$765.16
Boone,8,$51592.39
Dent,0,$0.00
Bates,0,$0.00
Henry,0,$0.00
Jackson,59,$731735.09
Texas,0,$0.00
Pettis,0,$0.00
Dade,0,$0.00
Christian,0,$0.00
Moniteau,0,$0.00
Shelby,0,$0.00
St. Clair,0,$0.00
Crawford,0,$0.00
Carroll,2,$2461.06
Caldwell,0,$0.00
Clinton,0,$0.00
DeKalb,0,$0.00
Taney,0,$0.00
Webster,0,$0.00
Putnam,0,$0.00
Butler,0,$0.00
Cape Girardeau,120,$438941.91
Mississippi,11,$14846.58
Lincoln,101,$491057.24
Schuyler,0,$0.00
Cass,3,$100063.31
Dunklin,0,$0.00
Ozark,0,$0.00
Bollinger,0,$0.00
St. Charles,740,$4185451.86
Franklin,18,$60359.04
Ripley,4,$27205.03
Ray,0,$0.00
Holt,0,$0.00
Vernon,0,$0.00
Laclede,0,$0.00
Pulaski,1,$16002.79
Phelps,0,$0.00
Wright,0,$0.00
Pemiscot,13,$93243.17
Shannon,0,$0.00
Atchison,0,$0.00
St. Louis,24,$66430.30
Stoddard,1,$5462.15
Callaway,10,$30682.15
Cole,9,$23325.34
Howard,0,$0.00
