Name,Total Paid Claims,Total Claim Dollars Paid
Alexander,0,$0.00
Union,0,$0.00
Warren,0,$0.00
McDonough,0,$0.00
Piatt,0,$0.00
McLean,1,$96763.31
Whiteside,1,$7630.39
Kane,91,$1775966.92
DuPage,17,$127449.63
Madison,0,$0.00
Jersey,0,$0.00
White,0,$0.00
Gallatin,0,$0.00
Champaign,0,$0.00
Ford,0,$0.00
Douglas,0,$0.00
Edgar,0,$0.00
Boone,2,$14971.74
Winnebago,192,$4810559.01
Putnam,0,$0.00
LaSalle,30,$353636.95
Marion,0,$0.00
Clay,0,$0.00
Will,32,$560949.50
Effingham,0,$0.00
Fayette,0,$0.00
Cumberland,0,$0.00
St. Clair,2,$10033.42
Clinton,0,$0.00
Washington,0,$0.00
Perry,0,$0.00
Stark,0,$0.00
Henry,3,$18447.05
Marshall,0,$0.00
Peoria,8,$30837.79
Bureau,1,$1414.71
Lee,3,$60018.11
Coles,0,$0.00
DeKalb,71,$1692642.52
Kendall,6,$56872.46
De Witt,0,$0.00
Logan,0,$0.00
Menard,0,$0.00
Randolph,1,$109514.68
Jackson,0,$0.00
Woodford,0,$0.00
Livingston,0,$0.00
Fulton,0,$0.00
Henderson,0,$0.00
Montgomery,0,$0.00
Greene,0,$0.00
Pike,0,$0.00
Cass,0,$0.00
Brown,0,$0.00
Morgan,0,$0.00
Macoupin,0,$0.00
Bond,0,$0.00
Wayne,0,$0.00
Sangamon,0,$0.00
Pulaski,0,$0.00
Massac,0,$0.00
Hamilton,0,$0.00
Edwards,0,$0.00
Shelby,0,$0.00
Macon,0,$0.00
Christian,0,$0.00
Cook,242,$2199653.71
Mercer,0,$0.00
Vermilion,0,$0.00
Wabash,0,$0.00
Lawrence,0,$0.00
McHenry,77,$789382.32
Tazewell,0,$0.00
Franklin,0,$0.00
Jefferson,0,$0.00
Ogle,6,$148696.95
Hancock,0,$0.00
Schuyler,0,$0.00
Jasper,0,$0.00
Clark,0,$0.00
Kankakee,7,$64823.26
Mason,0,$0.00
Richland,0,$0.00
Saline,0,$0.00
Hardin,0,$0.00
Pope,0,$0.00
Monroe,0,$0.00
Stephenson,4,$7358.95
Rock Island,16,$287156.29
Adams,0,$0.00
Iroquois,0,$0.00
Johnson,0,$0.00
Knox,1,$933.53
Calhoun,0,$0.00
Scott,0,$0.00
Carroll,0,$0.00
Grundy,6,$53316.86
Jo Daviess,0,$0.00
Williamson,0,$0.00
Crawford,0,$0.00
Lake,69,$559874.53
Moultrie,0,$0.00
