Name,Total Paid Claims,Total Claim Dollars Paid
Lexington,21,$322433.25
Saluda,0,$0.00
Aiken,1,$3251.13
Edgefield,1,$1868.04
Charleston,40,$375505.19
Anderson,0,$0.00
Abbeville,0,$0.00
Pickens,0,$0.00
Florence,1,$4638.55
Sumter,0,$0.00
Colleton,0,$0.00
Allendale,0,$0.00
Bamberg,0,$0.00
Williamsburg,0,$0.00
Marion,0,$0.00
Lee,0,$0.00
Clarendon,0,$0.00
Berkeley,2,$27776.61
Horry,6,$55672.47
Dillon,0,$0.00
Beaufort,9,$125894.73
Jasper,1,$5307.29
Calhoun,0,$0.00
Union,0,$0.00
Fairfield,0,$0.00
York,0,$0.00
Darlington,0,$0.00
Kershaw,0,$0.00
Lancaster,1,$33726.89
Chesterfield,0,$0.00
Georgetown,1,$3979.03
Newberry,0,$0.00
Greenwood,0,$0.00
Laurens,0,$0.00
Greenville,5,$43198.87
Oconee,1,$5264.68
Richland,11,$77440.26
Orangeburg,0,$0.00
Barnwell,0,$0.00
Spartanburg,3,$21070.60
Marlboro,0,$0.00
McCormick,0,$0.00
Chester,0,$0.00
Cherokee,1,$9986.76
Hampton,0,$0.00
Dorchester,3,$12567.94
