Name,Total Paid Claims,Total Claim Dollars Paid
Box Elder,0,$0.00
Sanpete,0,$0.00
Millard,0,$0.00
San Juan,0,$0.00
Cache,0,$0.00
Wayne,0,$0.00
Juab,0,$0.00
Rich,0,$0.00
Duchesne,0,$0.00
Uintah,0,$0.00
Emery,0,$0.00
Utah,1,$967.17
Salt Lake,2,$7659.34
Summit,0,$0.00
Sevier,0,$0.00
Carbon,1,$284195.49
Piute,0,$0.00
Daggett,0,$0.00
Garfield,0,$0.00
Wasatch,0,$0.00
Beaver,0,$0.00
Weber,1,$5997.83
Morgan,0,$0.00
Washington,2,$444824.12
Iron,1,$6982.03
Davis,2,$76939.13
Kane,0,$0.00
Grand,2,$28868.57
Tooele,0,$0.00
