Name,Total Paid Claims,Total Claim Dollars Paid
Box Elder,0,$0.00
Sanpete,0,$0.00
Millard,0,$0.00
San Juan,0,$0.00
Cache,0,$0.00
Wayne,0,$0.00
Juab,0,$0.00
Rich,0,$0.00
Duchesne,0,$0.00
Uintah,0,$0.00
Emery,0,$0.00
Utah,2,$4637.11
Salt Lake,12,$95399.39
Summit,4,$37080.28
Sevier,0,$0.00
Carbon,0,$0.00
Piute,0,$0.00
Daggett,0,$0.00
Garfield,0,$0.00
Wasatch,1,$13157.93
Beaver,0,$0.00
Weber,3,$43599.55
Morgan,0,$0.00
Washington,1,$8930.55
Iron,2,$84219.32
Davis,7,$48787.95
Kane,1,$9878.59
Grand,0,$0.00
Tooele,0,$0.00
