Name,Total Paid Claims,Total Claim Dollars Paid
Box Elder,0,$0.00
Sanpete,0,$0.00
Millard,1,$967.80
San Juan,0,$0.00
Cache,1,$668.05
Wayne,0,$0.00
Juab,0,$0.00
Rich,0,$0.00
Duchesne,0,$0.00
Uintah,4,$57591.00
Emery,0,$0.00
Utah,10,$87886.25
Salt Lake,24,$493879.66
Summit,2,$3082.54
Sevier,1,$2977.53
Carbon,0,$0.00
Piute,0,$0.00
Daggett,0,$0.00
Garfield,0,$0.00
Wasatch,0,$0.00
Beaver,0,$0.00
Weber,1,$334.66
Morgan,0,$0.00
Washington,0,$0.00
Iron,0,$0.00
Davis,39,$753769.23
Kane,0,$0.00
Grand,0,$0.00
Tooele,1,$14349.28
