Name,Total Paid Claims,Total Claim Dollars Paid
Worcester,0,$0.00
Somerset,17,$314615.74
St. Mary's,3,$129051.51
Dorchester,2,$75261.43
Howard,3,$24403.15
Frederick,1,$6336.73
Montgomery,4,$48153.09
Garrett,0,$0.00
Anne Arundel,7,$58609.49
Prince George's,27,$260369.61
Charles,0,$0.00
Baltimore,4,$43905.81
Baltimore,3,$18152.71
Allegany,0,$0.00
Washington,0,$0.00
Queen Anne's,0,$0.00
Talbot,0,$0.00
Caroline,0,$0.00
Wicomico,4,$199596.85
Carroll,0,$0.00
Cecil,1,$2718.83
Kent,0,$0.00
Calvert,1,$8823.29
Harford,2,$15394.20
