Name,Total Paid Claims,Total Claim Dollars Paid
Worcester,5,$25081.66
Somerset,10,$115390.75
St. Mary's,15,$215838.44
Dorchester,19,$163535.07
Howard,18,$482140.50
Frederick,3,$16479.50
Montgomery,12,$257649.05
Garrett,0,$0.00
Anne Arundel,50,$457360.46
Prince George's,80,$784726.85
Charles,30,$826536.68
Baltimore,30,$233727.45
Baltimore,97,$3137564.88
Allegany,0,$0.00
Washington,1,$5184.58
Queen Anne's,20,$199443.84
Talbot,11,$87050.09
Caroline,22,$786490.72
Wicomico,2,$15989.33
Carroll,3,$70363.13
Cecil,66,$1546411.27
Kent,10,$376218.52
Calvert,5,$33239.30
Harford,8,$347277.32
