Name,Total Paid Claims,Total Claim Dollars Paid
Worcester,5,$20586.11
Somerset,3,$9807.51
St. Mary's,6,$81048.12
Dorchester,3,$43448.37
Howard,1,$1790.20
Frederick,0,$0.00
Montgomery,3,$12618.84
Garrett,1,$4941.44
Anne Arundel,20,$141668.40
Prince George's,36,$312122.91
Charles,10,$43269.29
Baltimore,8,$678722.03
Baltimore,7,$259993.03
Allegany,0,$0.00
Washington,0,$0.00
Queen Anne's,2,$27991.37
Talbot,0,$0.00
Caroline,0,$0.00
Wicomico,0,$0.00
Carroll,0,$0.00
Cecil,2,$9376.80
Kent,0,$0.00
Calvert,13,$123294.26
Harford,0,$0.00
