Name,Total Paid Claims,Total Claim Dollars Paid
Owyhee,0,$0.00
Latah,1,$4141.26
Ada,1,$30428.16
Twin Falls,0,$0.00
Oneida,0,$0.00
Cassia,0,$0.00
Clearwater,0,$0.00
Power,0,$0.00
Bingham,3,$11618.90
Caribou,0,$0.00
Madison,0,$0.00
Jefferson,0,$0.00
Bonneville,0,$0.00
Clark,0,$0.00
Kootenai,3,$52847.23
Benewah,0,$0.00
Boundary,0,$0.00
Valley,0,$0.00
Lemhi,1,$4299.01
Canyon,0,$0.00
Lewis,0,$0.00
Fremont,0,$0.00
Boise,0,$0.00
Washington,1,$41547.62
Custer,0,$0.00
Adams,0,$0.00
Elmore,1,$56098.19
Camas,0,$0.00
Idaho,0,$0.00
Gem,1,$1387.84
Blaine,2,$14052.49
Nez Perce,0,$0.00
Butte,0,$0.00
Bannock,2,$3611.39
Bear Lake,0,$0.00
Lincoln,0,$0.00
Payette,0,$0.00
Minidoka,0,$0.00
Shoshone,2,$4707.55
Jerome,0,$0.00
Franklin,0,$0.00
Teton,1,$4548.51
Bonner,1,$8277.69
Gooding,0,$0.00
