Name,Total Paid Claims,Total Claim Dollars Paid
Leelanau,0,$0.00
Benzie,0,$0.00
Alger,1,$5712.00
Wayne,9,$29226.15
Chippewa,0,$0.00
Washtenaw,0,$0.00
Hillsdale,0,$0.00
Lenawee,2,$3885.75
Monroe,0,$0.00
Ogemaw,0,$0.00
Iosco,0,$0.00
Calhoun,0,$0.00
Branch,0,$0.00
Oceana,0,$0.00
Newaygo,0,$0.00
Mackinac,0,$0.00
Kalamazoo,0,$0.00
St. Joseph,0,$0.00
Grand Traverse,0,$0.00
Charlevoix,0,$0.00
Saginaw,13,$106984.34
Genesee,7,$46471.88
Barry,0,$0.00
Allegan,0,$0.00
Iron,0,$0.00
Dickinson,1,$3717.83
Marquette,0,$0.00
Wexford,0,$0.00
Manistee,0,$0.00
Van Buren,0,$0.00
Cass,0,$0.00
Ottawa,5,$18567.04
Antrim,0,$0.00
Otsego,0,$0.00
Alpena,0,$0.00
Montmorency,0,$0.00
Shiawassee,1,$2652.18
Alcona,0,$0.00
Oscoda,0,$0.00
Kalkaska,0,$0.00
Crawford,0,$0.00
Mecosta,0,$0.00
Luce,0,$0.00
Schoolcraft,0,$0.00
Jackson,0,$0.00
Livingston,1,$113300.00
Eaton,0,$0.00
Clare,0,$0.00
Isabella,0,$0.00
Lapeer,2,$9612.09
Macomb,2,$5736.16
Arenac,2,$3950.88
Lake,0,$0.00
Osceola,0,$0.00
Ontonagon,0,$0.00
Ionia,0,$0.00
Tuscola,14,$208452.03
Bay,21,$107503.95
Menominee,0,$0.00
Kent,8,$111451.45
Gratiot,0,$0.00
Roscommon,0,$0.00
Muskegon,0,$0.00
Missaukee,0,$0.00
Clinton,0,$0.00
Ingham,0,$0.00
Cheboygan,0,$0.00
Gladwin,0,$0.00
Midland,4,$27869.58
Presque Isle,0,$0.00
Delta,2,$2670.68
Gogebic,1,$10000.00
Emmet,0,$0.00
Sanilac,0,$0.00
Baraga,0,$0.00
Huron,0,$0.00
Mason,0,$0.00
Keweenaw,0,$0.00
Berrien,2,$297360.09
Houghton,0,$0.00
Oakland,7,$20676.45
Montcalm,0,$0.00
St. Clair,1,$10000.00
