Name,Total Paid Claims,Total Claim Dollars Paid
Lafayette,0,$0.00
Hempstead,1,$25763.02
Cross,0,$0.00
Woodruff,2,$22186.42
Fulton,0,$0.00
Izard,1,$19436.07
Faulkner,3,$29630.11
Van Buren,0,$0.00
Cleburne,0,$0.00
Carroll,0,$0.00
Newton,0,$0.00
Pope,0,$0.00
Baxter,3,$62727.67
Garland,4,$83178.82
Perry,0,$0.00
Independence,0,$0.00
White,1,$28134.06
Drew,0,$0.00
Ashley,11,$364209.18
Scott,0,$0.00
Searcy,0,$0.00
Howard,0,$0.00
Johnson,0,$0.00
Madison,0,$0.00
Monroe,0,$0.00
St. Francis,1,$2862.74
Clark,0,$0.00
Montgomery,0,$0.00
Yell,0,$0.00
Calhoun,0,$0.00
Cleveland,0,$0.00
Craighead,63,$3059779.71
Jackson,6,$206620.54
Nevada,0,$0.00
Bradley,0,$0.00
Grant,0,$0.00
Pulaski,16,$391218.55
Arkansas,2,$10634.75
Phillips,7,$305991.12
Lonoke,1,$8873.85
Prairie,0,$0.00
Lawrence,0,$0.00
Sharp,0,$0.00
Hot Spring,0,$0.00
Conway,0,$0.00
Benton,0,$0.00
Crittenden,4,$46040.39
Mississippi,1,$164.43
Poinsett,2,$46291.38
Logan,0,$0.00
Franklin,2,$50742.30
Desha,24,$554529.25
Lincoln,0,$0.00
Boone,0,$0.00
Crawford,0,$0.00
Pike,0,$0.00
Randolph,6,$54999.85
Greene,0,$0.00
Little River,0,$0.00
Union,1,$6770.46
Marion,0,$0.00
Polk,0,$0.00
Sevier,1,$89343.61
Columbia,0,$0.00
Jefferson,23,$709450.49
Sebastian,0,$0.00
Clay,3,$47785.74
Stone,0,$0.00
Saline,1,$4845.25
Miller,0,$0.00
Washington,2,$34652.50
Ouachita,0,$0.00
Dallas,0,$0.00
Lee,1,$53339.67
Chicot,17,$452173.19
