Name,Total Paid Claims,Total Claim Dollars Paid
Lafayette,0,$0.00
Hempstead,0,$0.00
Cross,4,$17784.52
Woodruff,0,$0.00
Fulton,0,$0.00
Izard,0,$0.00
Faulkner,0,$0.00
Van Buren,0,$0.00
Cleburne,0,$0.00
Carroll,0,$0.00
Newton,0,$0.00
Pope,0,$0.00
Baxter,0,$0.00
Garland,1,$4028.64
Perry,0,$0.00
Independence,0,$0.00
White,0,$0.00
Drew,0,$0.00
Ashley,0,$0.00
Scott,0,$0.00
Searcy,0,$0.00
Howard,0,$0.00
Johnson,0,$0.00
Madison,0,$0.00
Monroe,0,$0.00
St. Francis,0,$0.00
Clark,0,$0.00
Montgomery,0,$0.00
Yell,0,$0.00
Calhoun,0,$0.00
Cleveland,0,$0.00
Craighead,27,$1904899.10
Jackson,0,$0.00
Nevada,0,$0.00
Bradley,0,$0.00
Grant,0,$0.00
Pulaski,1,$3445.20
Arkansas,3,$32168.86
Phillips,0,$0.00
Lonoke,0,$0.00
Prairie,0,$0.00
Lawrence,1,$10083.63
Sharp,0,$0.00
Hot Spring,0,$0.00
Conway,0,$0.00
Benton,0,$0.00
Crittenden,3,$24325.41
Mississippi,0,$0.00
Poinsett,0,$0.00
Logan,0,$0.00
Franklin,3,$19125.24
Desha,20,$190954.04
Lincoln,0,$0.00
Boone,1,$1042.08
Crawford,4,$87849.22
Pike,0,$0.00
Randolph,1,$2806.85
Greene,1,$1557.90
Little River,0,$0.00
Union,1,$56326.82
Marion,0,$0.00
Polk,0,$0.00
Sevier,0,$0.00
Columbia,1,$14959.55
Jefferson,5,$95206.85
Sebastian,5,$51168.74
Clay,1,$923.56
Stone,0,$0.00
Saline,2,$4822.45
Miller,0,$0.00
Washington,0,$0.00
Ouachita,0,$0.00
Dallas,0,$0.00
Lee,1,$7335.63
Chicot,2,$26310.81
