Name,Total Paid Claims,Total Claim Dollars Paid
Lafayette,0,$0.00
Hempstead,0,$0.00
Cross,1,$182.43
Woodruff,0,$0.00
Fulton,0,$0.00
Izard,0,$0.00
Faulkner,0,$0.00
Van Buren,0,$0.00
Cleburne,0,$0.00
Carroll,0,$0.00
Newton,1,$2253.26
Pope,1,$899.18
Baxter,0,$0.00
Garland,1,$32622.62
Perry,0,$0.00
Independence,0,$0.00
White,0,$0.00
Drew,0,$0.00
Ashley,1,$3082.00
Scott,0,$0.00
Searcy,0,$0.00
Howard,4,$49164.04
Johnson,0,$0.00
Madison,0,$0.00
Monroe,7,$27564.53
St. Francis,0,$0.00
Clark,0,$0.00
Montgomery,0,$0.00
Yell,0,$0.00
Calhoun,0,$0.00
Cleveland,1,$17090.12
Craighead,14,$25252.41
Jackson,0,$0.00
Nevada,0,$0.00
Bradley,0,$0.00
Grant,0,$0.00
Pulaski,24,$99869.91
Arkansas,1,$181.00
Phillips,11,$42033.32
Lonoke,0,$0.00
Prairie,0,$0.00
Lawrence,0,$0.00
Sharp,0,$0.00
Hot Spring,1,$3960.64
Conway,0,$0.00
Benton,0,$0.00
Crittenden,1,$2061.35
Mississippi,1,$9100.00
Poinsett,4,$20436.95
Logan,0,$0.00
Franklin,0,$0.00
Desha,1,$10180.63
Lincoln,0,$0.00
Boone,0,$0.00
Crawford,0,$0.00
Pike,1,$1397.62
Randolph,1,$950.00
Greene,0,$0.00
Little River,0,$0.00
Union,1,$249.00
Marion,0,$0.00
Polk,0,$0.00
Sevier,2,$101660.99
Columbia,1,$4000.00
Jefferson,20,$190714.39
Sebastian,3,$57850.38
Clay,0,$0.00
Stone,0,$0.00
Saline,12,$53214.11
Miller,0,$0.00
Washington,0,$0.00
Ouachita,0,$0.00
Dallas,0,$0.00
Lee,2,$25952.98
Chicot,4,$12405.96
