Name,Total Paid Claims,Total Claim Dollars Paid
Amite,0,$0.00
Franklin,0,$0.00
Panola,0,$0.00
Tunica,0,$0.00
Quitman,0,$0.00
Yalobusha,0,$0.00
Perry,5,$98433.69
Greene,1,$11332.61
Humphreys,5,$171261.62
Sharkey,0,$0.00
Harrison,337,$8536574.88
Jackson,670,$16704100.31
Winston,0,$0.00
Attala,0,$0.00
Simpson,0,$0.00
Rankin,0,$0.00
Bolivar,1,$72.81
Coahoma,0,$0.00
Tippah,0,$0.00
Prentiss,1,$13573.82
Alcorn,0,$0.00
Pearl River,122,$5629114.76
Forrest,26,$324413.08
Pike,12,$984378.88
Walthall,20,$485065.23
Noxubee,0,$0.00
Oktibbeha,0,$0.00
Tallahatchie,0,$0.00
Claiborne,0,$0.00
Warren,0,$0.00
Webster,0,$0.00
Lawrence,0,$0.00
Copiah,0,$0.00
Pontotoc,0,$0.00
Lafayette,2,$74847.75
DeSoto,6,$109525.31
Tate,0,$0.00
George,4,$48237.49
Choctaw,0,$0.00
Tishomingo,0,$0.00
Stone,4,$60092.60
Union,3,$20932.99
Benton,0,$0.00
Wilkinson,0,$0.00
Clay,0,$0.00
Jefferson,0,$0.00
Calhoun,0,$0.00
Covington,0,$0.00
Grenada,0,$0.00
Leflore,2,$59497.02
Marshall,0,$0.00
Leake,0,$0.00
Newton,0,$0.00
Madison,3,$56256.68
Scott,0,$0.00
Wayne,1,$37495.58
Jones,2,$66866.15
Smith,0,$0.00
Marion,12,$350228.68
Jasper,0,$0.00
Jefferson Davis,0,$0.00
Lamar,9,$548611.25
Chickasaw,0,$0.00
Monroe,0,$0.00
Lee,3,$74094.07
Lincoln,0,$0.00
Issaquena,0,$0.00
Yazoo,0,$0.00
Carroll,0,$0.00
Montgomery,0,$0.00
Holmes,0,$0.00
Lauderdale,1,$2847.03
Washington,4,$28621.03
Sunflower,0,$0.00
Lowndes,0,$0.00
Neshoba,0,$0.00
Hancock,522,$10223607.20
Clarke,1,$14563.97
Kemper,0,$0.00
Adams,1,$70496.84
Itawamba,0,$0.00
Hinds,17,$501865.22
