Name,Total Paid Claims,Total Claim Dollars Paid
Amite,1,$10147.48
Franklin,0,$0.00
Panola,0,$0.00
Tunica,11,$74023.13
Quitman,1,$2250.00
Yalobusha,0,$0.00
Perry,0,$0.00
Greene,0,$0.00
Humphreys,2,$4178.02
Sharkey,6,$22795.31
Harrison,56,$620621.30
Jackson,6,$7232.44
Winston,0,$0.00
Attala,0,$0.00
Simpson,4,$14525.95
Rankin,4,$18406.99
Bolivar,50,$376787.73
Coahoma,5,$40338.05
Tippah,0,$0.00
Prentiss,0,$0.00
Alcorn,1,$1004.09
Pearl River,0,$0.00
Forrest,16,$82948.26
Pike,13,$119500.66
Walthall,25,$332713.22
Noxubee,0,$0.00
Oktibbeha,0,$0.00
Tallahatchie,2,$2756.49
Claiborne,10,$52860.79
Warren,92,$937310.84
Webster,0,$0.00
Lawrence,2,$23998.29
Copiah,1,$5695.27
Pontotoc,0,$0.00
Lafayette,0,$0.00
DeSoto,3,$6828.94
Tate,0,$0.00
George,0,$0.00
Choctaw,1,$10336.70
Tishomingo,0,$0.00
Stone,0,$0.00
Union,0,$0.00
Benton,0,$0.00
Wilkinson,65,$647581.33
Clay,2,$13913.67
Jefferson,3,$23404.82
Calhoun,0,$0.00
Covington,1,$5987.06
Grenada,1,$14378.02
Leflore,3,$8056.99
Marshall,2,$23381.71
Leake,0,$0.00
Newton,1,$6381.36
Madison,10,$64688.34
Scott,1,$1517.35
Wayne,1,$2562.96
Jones,5,$14086.00
Smith,0,$0.00
Marion,3,$48355.75
Jasper,0,$0.00
Jefferson Davis,0,$0.00
Lamar,6,$18832.24
Chickasaw,1,$3168.26
Monroe,3,$19532.02
Lee,0,$0.00
Lincoln,1,$21358.19
Issaquena,4,$5984.42
Yazoo,4,$10951.79
Carroll,0,$0.00
Montgomery,0,$0.00
Holmes,2,$18200.00
Lauderdale,1,$12254.01
Washington,52,$550277.99
Sunflower,7,$74978.10
Lowndes,8,$48685.14
Neshoba,0,$0.00
Hancock,3,$6175.10
Clarke,0,$0.00
Kemper,0,$0.00
Adams,1,$15948.02
Itawamba,0,$0.00
Hinds,22,$110222.60
