Name,Total Paid Claims,Total Claim Dollars Paid
Amite,0,$0.00
Franklin,0,$0.00
Panola,4,$146566.88
Tunica,0,$0.00
Quitman,0,$0.00
Yalobusha,0,$0.00
Perry,1,$200000.00
Greene,0,$0.00
Humphreys,1,$17511.60
Sharkey,0,$0.00
Harrison,3,$9113.91
Jackson,7,$45309.58
Winston,7,$380967.86
Attala,2,$74770.70
Simpson,0,$0.00
Rankin,1,$14762.74
Bolivar,0,$0.00
Coahoma,0,$0.00
Tippah,0,$0.00
Prentiss,0,$0.00
Alcorn,0,$0.00
Pearl River,0,$0.00
Forrest,1,$25000.00
Pike,0,$0.00
Walthall,0,$0.00
Noxubee,0,$0.00
Oktibbeha,0,$0.00
Tallahatchie,0,$0.00
Claiborne,0,$0.00
Warren,0,$0.00
Webster,0,$0.00
Lawrence,0,$0.00
Copiah,0,$0.00
Pontotoc,0,$0.00
Lafayette,0,$0.00
DeSoto,1,$10626.93
Tate,0,$0.00
George,0,$0.00
Choctaw,2,$15086.60
Tishomingo,0,$0.00
Stone,0,$0.00
Union,0,$0.00
Benton,0,$0.00
Wilkinson,1,$549.42
Clay,0,$0.00
Jefferson,0,$0.00
Calhoun,0,$0.00
Covington,0,$0.00
Grenada,0,$0.00
Leflore,0,$0.00
Marshall,0,$0.00
Leake,1,$2792.04
Newton,0,$0.00
Madison,1,$18653.13
Scott,0,$0.00
Wayne,0,$0.00
Jones,0,$0.00
Smith,0,$0.00
Marion,0,$0.00
Jasper,0,$0.00
Jefferson Davis,0,$0.00
Lamar,1,$5844.66
Chickasaw,0,$0.00
Monroe,1,$44486.75
Lee,1,$62249.28
Lincoln,0,$0.00
Issaquena,0,$0.00
Yazoo,0,$0.00
Carroll,0,$0.00
Montgomery,0,$0.00
Holmes,0,$0.00
Lauderdale,2,$226287.82
Washington,0,$0.00
Sunflower,1,$3913.13
Lowndes,0,$0.00
Neshoba,0,$0.00
Hancock,0,$0.00
Clarke,2,$83590.37
Kemper,0,$0.00
Adams,0,$0.00
Itawamba,0,$0.00
Hinds,6,$293216.74
