Name,Total Paid Claims,Total Claim Dollars Paid
Santa Barbara,0,$0.00
Ventura,0,$0.00
San Bernardino,1,$20800.00
Yuba,0,$0.00
Sutter,0,$0.00
Kings,0,$0.00
Monterey,0,$0.00
Nevada,0,$0.00
Orange,10,$298268.93
Riverside,9,$292379.88
San Diego,27,$410618.23
Marin,0,$0.00
San Francisco,0,$0.00
Solano,0,$0.00
Sonoma,0,$0.00
Napa,0,$0.00
Contra Costa,0,$0.00
Calaveras,0,$0.00
San Joaquin,0,$0.00
Lassen,0,$0.00
Sierra,0,$0.00
Sacramento,1,$3901.38
El Dorado,0,$0.00
Stanislaus,0,$0.00
Placer,1,$2515.82
Mariposa,0,$0.00
Plumas,0,$0.00
Modoc,0,$0.00
Shasta,0,$0.00
Tuolumne,0,$0.00
Madera,0,$0.00
Alpine,0,$0.00
San Benito,0,$0.00
Merced,0,$0.00
San Luis Obispo,0,$0.00
Colusa,0,$0.00
Butte,0,$0.00
San Mateo,1,$137352.14
Santa Cruz,0,$0.00
Santa Clara,0,$0.00
Kern,2,$45866.28
Amador,0,$0.00
Yolo,0,$0.00
Lake,0,$0.00
Mendocino,0,$0.00
Tehama,0,$0.00
Humboldt,0,$0.00
Siskiyou,0,$0.00
Inyo,0,$0.00
Alameda,0,$0.00
Los Angeles,3,$23865.29
Imperial,0,$0.00
Glenn,0,$0.00
Tulare,0,$0.00
Fresno,0,$0.00
Del Norte,0,$0.00
Trinity,0,$0.00
Mono,0,$0.00
