Name,Total Paid Claims,Total Claim Dollars Paid
Santa Barbara,4,$7443.19
Ventura,31,$296882.55
San Bernardino,24,$217337.90
Yuba,0,$0.00
Sutter,0,$0.00
Kings,0,$0.00
Monterey,1,$221.10
Nevada,0,$0.00
Orange,83,$764186.57
Riverside,12,$63637.31
San Diego,21,$80004.16
Marin,6,$34985.50
San Francisco,0,$0.00
Solano,3,$4466.14
Sonoma,4,$9512.92
Napa,1,$6486.05
Contra Costa,0,$0.00
Calaveras,0,$0.00
San Joaquin,1,$4113.61
Lassen,0,$0.00
Sierra,0,$0.00
Sacramento,13,$127050.54
El Dorado,0,$0.00
Stanislaus,1,$50510.81
Placer,0,$0.00
Mariposa,0,$0.00
Plumas,0,$0.00
Modoc,0,$0.00
Shasta,0,$0.00
Tuolumne,0,$0.00
Madera,0,$0.00
Alpine,0,$0.00
San Benito,0,$0.00
Merced,0,$0.00
San Luis Obispo,8,$33616.68
Colusa,0,$0.00
Butte,1,$3637.08
San Mateo,2,$14872.39
Santa Cruz,2,$13318.40
Santa Clara,4,$12568.86
Kern,2,$4553.17
Amador,0,$0.00
Yolo,0,$0.00
Lake,1,$5966.54
Mendocino,1,$303.95
Tehama,2,$17221.25
Humboldt,0,$0.00
Siskiyou,0,$0.00
Inyo,0,$0.00
Alameda,0,$0.00
Los Angeles,228,$2320723.71
Imperial,0,$0.00
Glenn,0,$0.00
Tulare,2,$5044.00
Fresno,11,$29198.82
Del Norte,0,$0.00
Trinity,0,$0.00
Mono,0,$0.00
