Name,Total Paid Claims,Total Claim Dollars Paid
Santa Barbara,15,$687957.11
Ventura,17,$233058.50
San Bernardino,9,$218282.22
Yuba,5,$104154.57
Sutter,8,$360549.73
Kings,0,$0.00
Monterey,34,$1428078.62
Nevada,11,$442411.77
Orange,38,$528468.63
Riverside,13,$237673.19
San Diego,65,$2109899.98
Marin,37,$717260.30
San Francisco,1,$2784.59
Solano,15,$740977.79
Sonoma,94,$2116309.49
Napa,6,$90222.50
Contra Costa,36,$1523881.17
Calaveras,2,$31994.78
San Joaquin,14,$209639.68
Lassen,16,$912023.94
Sierra,6,$117932.26
Sacramento,93,$2538017.63
El Dorado,19,$906180.00
Stanislaus,10,$118009.73
Placer,6,$104764.28
Mariposa,0,$0.00
Plumas,9,$419853.69
Modoc,0,$0.00
Shasta,22,$706826.57
Tuolumne,0,$0.00
Madera,2,$9366.54
Alpine,0,$0.00
San Benito,25,$1247185.33
Merced,7,$105656.77
San Luis Obispo,12,$247180.57
Colusa,18,$787429.99
Butte,2,$43145.35
San Mateo,18,$483875.20
Santa Cruz,58,$1226713.73
Santa Clara,141,$7452360.99
Kern,5,$136187.46
Amador,8,$198275.01
Yolo,5,$72622.26
Lake,87,$1700732.14
Mendocino,3,$76912.69
Tehama,6,$207289.62
Humboldt,1,$6700.00
Siskiyou,1,$5808.04
Inyo,0,$0.00
Alameda,4,$9502.35
Los Angeles,95,$3488420.66
Imperial,0,$0.00
Glenn,11,$621513.26
Tulare,2,$51508.75
Fresno,1,$16267.70
Del Norte,0,$0.00
Trinity,0,$0.00
Mono,0,$0.00
