Name,Total Paid Claims,Total Claim Dollars Paid
Santa Barbara,106,$1245125.59
Ventura,147,$2421559.14
San Bernardino,29,$218065.75
Yuba,15,$137564.74
Sutter,26,$173512.14
Kings,0,$0.00
Monterey,257,$1846466.22
Nevada,0,$0.00
Orange,335,$2313858.24
Riverside,27,$202324.85
San Diego,148,$1931249.20
Marin,181,$2902686.15
San Francisco,0,$0.00
Solano,28,$436325.78
Sonoma,295,$3514168.60
Napa,26,$191088.87
Contra Costa,62,$808522.50
Calaveras,3,$8249.78
San Joaquin,39,$334654.03
Lassen,0,$0.00
Sierra,0,$0.00
Sacramento,125,$698159.64
El Dorado,4,$125828.03
Stanislaus,67,$763058.23
Placer,12,$146903.74
Mariposa,0,$0.00
Plumas,0,$0.00
Modoc,0,$0.00
Shasta,7,$34078.20
Tuolumne,0,$0.00
Madera,1,$2292.16
Alpine,2,$33512.98
San Benito,32,$491692.53
Merced,68,$1669922.35
San Luis Obispo,45,$523020.01
Colusa,53,$725016.24
Butte,49,$825717.49
San Mateo,163,$3656709.67
Santa Cruz,217,$4313140.12
Santa Clara,403,$9467099.15
Kern,55,$391930.49
Amador,3,$38942.56
Yolo,34,$494890.98
Lake,378,$4870149.58
Mendocino,7,$41732.31
Tehama,57,$526009.52
Humboldt,4,$72386.90
Siskiyou,0,$0.00
Inyo,0,$0.00
Alameda,65,$1056001.34
Los Angeles,777,$9131515.99
Imperial,0,$0.00
Glenn,82,$1149021.77
Tulare,40,$308318.57
Fresno,16,$178934.73
Del Norte,0,$0.00
Trinity,0,$0.00
Mono,0,$0.00
