Name,Total Paid Claims,Total Claim Dollars Paid
Whitman,0,$0.00
Lincoln,0,$0.00
Wahkiakum,0,$0.00
Skagit,0,$0.00
Pierce,0,$0.00
Jefferson,0,$0.00
Thurston,1,$4015.44
Grays Harbor,0,$0.00
Stevens,0,$0.00
Whatcom,1,$2156.31
Okanogan,0,$0.00
Pacific,0,$0.00
San Juan,0,$0.00
Ferry,0,$0.00
Franklin,0,$0.00
Adams,0,$0.00
Asotin,0,$0.00
Kitsap,1,$1389.72
Mason,2,$779.87
Lewis,0,$0.00
Columbia,0,$0.00
Island,0,$0.00
Clark,0,$0.00
Kittitas,0,$0.00
Douglas,0,$0.00
Garfield,0,$0.00
Cowlitz,3,$168672.49
Walla Walla,0,$0.00
Benton,0,$0.00
Snohomish,3,$42798.34
Chelan,0,$0.00
King,3,$69774.74
Grant,0,$0.00
Spokane,0,$0.00
Pend Oreille,0,$0.00
Clallam,0,$0.00
Skamania,0,$0.00
Klickitat,0,$0.00
Yakima,0,$0.00
